customer_id,month,closing_balance,monthly_change,cumulative_balance
203,2020-04-01,10475,24,10475
204,2020-01-01,749,749,749
204,2020-02-01,1039,290,1039
204,2020-03-01,1587,548,1587
204,2020-04-01,1893,306,1893
205,2020-01-01,4574,4574,4574
205,2020-02-01,9023,4449,9023
205,2020-03-01,9167,144,9167
205,2020-04-01,9167,0,9167
206,2020-01-01,2517,2517,2517
206,2020-02-01,3251,734,3251
206,2020-03-01,7276,4025,7276
206,2020-04-01,7676,400,7676
207,2020-01-01,322,322,322
207,2020-02-01,3344,3022,3344
207,2020-03-01,5326,1982,5326
207,2020-04-01,6464,1138,6464
208,2020-01-01,537,537,537
208,2020-02-01,668,131,668
208,2020-03-01,668,0,668
208,2020-04-01,1623,955,1623
209,2020-01-01,2330,2330,2330
209,2020-02-01,3242,912,3242
209,2020-03-01,6604,3362,6604
209,2020-04-01,7689,1085,7689
210,2020-01-01,1562,1562,1562
210,2020-02-01,5519,3957,5519
210,2020-03-01,9751,4232,9751
210,2020-04-01,10268,517,10268
211,2020-01-01,1421,1421,1421
211,2020-02-01,4577,3156,4577
211,2020-03-01,9285,4708,9285
211,2020-04-01,10144,859,10144
212,2020-01-01,1008,1008,1008
212,2020-02-01,2963,1955,2963
212,2020-03-01,7065,4102,7065
212,2020-04-01,7065,0,7065
213,2020-01-01,2175,2175,2175
213,2020-02-01,3879,1704,3879
213,2020-03-01,4988,1109,4988
213,2020-04-01,5521,533,5521
214,2020-01-01,1477,1477,1477
214,2020-02-01,3419,1942,3419
214,2020-03-01,5013,1594,5013
214,2020-04-01,6824,1811,6824
215,2020-01-01,822,822,822
215,2020-02-01,3770,2948,3770
215,2020-03-01,4843,1073,4843
215,2020-04-01,5126,283,5126
216,2020-01-01,3721,3721,3721
216,2020-02-01,7576,3855,7576
216,2020-03-01,10006,2430,10006
216,2020-04-01,10988,982,10988
217,2020-01-01,2766,2766,2766
217,2020-02-01,6945,4179,6945
217,2020-03-01,10271,3326,10271
217,2020-04-01,10271,0,10271
218,2020-01-01,208,208,208
218,2020-02-01,3534,3326,3534
218,2020-03-01,9761,6227,9761
218,2020-04-01,11553,1792,11553
219,2020-01-01,713,713,713
219,2020-02-01,3137,2424,3137
219,2020-03-01,5672,2535,5672
219,2020-04-01,6474,802,6474
220,2020-01-01,307,307,307
220,2020-02-01,2480,2173,2480
220,2020-03-01,4381,1901,4381
220,2020-04-01,6290,1909,6290
221,2020-01-01,1412,1412,1412
221,2020-02-01,2331,919,2331
221,2020-03-01,3381,1050,3381
221,2020-04-01,3381,0,3381
222,2020-01-01,657,657,657
222,2020-02-01,3131,2474,3131
222,2020-03-01,3992,861,3992
222,2020-04-01,4388,396,4388
223,2020-01-01,2828,2828,2828
223,2020-02-01,4324,1496,4324
223,2020-03-01,8329,4005,8329
223,2020-04-01,10021,1692,10021
224,2020-01-01,487,487,487
224,2020-02-01,2978,2491,2978
224,2020-03-01,7091,4113,7091
224,2020-04-01,7303,212,7303
225,2020-01-01,280,280,280
225,2020-02-01,1627,1347,1627
225,2020-03-01,2375,748,2375
225,2020-04-01,2375,0,2375
226,2020-01-01,3746,3746,3746
226,2020-02-01,6820,3074,6820
226,2020-03-01,9503,2683,9503
226,2020-04-01,10786,1283,10786
227,2020-01-01,1558,1558,1558
227,2020-02-01,2879,1321,2879
227,2020-03-01,4956,2077,4956
227,2020-04-01,5781,825,5781
228,2020-01-01,294,294,294
228,2020-02-01,841,547,841
228,2020-03-01,2312,1471,2312
228,2020-04-01,2312,0,2312
229,2020-01-01,621,621,621
229,2020-02-01,1618,997,1618
229,2020-03-01,2533,915,2533
229,2020-04-01,2533,0,2533
230,2020-01-01,851,851,851
230,2020-02-01,2278,1427,2278
230,2020-03-01,3716,1438,3716
230,2020-04-01,3788,72,3788
231,2020-01-01,480,480,480
231,2020-02-01,2250,1770,2250
231,2020-03-01,3726,1476,3726
231,2020-04-01,4235,509,4235
232,2020-01-01,3036,3036,3036
232,2020-02-01,5776,2740,5776
232,2020-03-01,7355,1579,7355
232,2020-04-01,7355,0,7355
233,2020-01-01,2737,2737,2737
233,2020-02-01,4908,2171,4908
233,2020-03-01,5740,832,5740
233,2020-04-01,5740,0,5740
234,2020-01-01,2098,2098,2098
234,2020-02-01,5008,2910,5008
234,2020-03-01,10726,5718,10726
234,2020-04-01,10726,0,10726
235,2020-01-01,3409,3409,3409
235,2020-02-01,4896,1487,4896
235,2020-03-01,5456,560,5456
235,2020-04-01,5456,0,5456
236,2020-01-01,356,356,356
236,2020-02-01,1399,1043,1399
236,2020-03-01,4738,3339,4738
236,2020-04-01,5762,1024,5762
237,2020-01-01,386,386,386
237,2020-02-01,1766,1380,1766
237,2020-03-01,3197,1431,3197
237,2020-04-01,5276,2079,5276
238,2020-01-01,990,990,990
238,2020-02-01,2014,1024,2014
238,2020-03-01,2014,0,2014
238,2020-04-01,3763,1749,3763
239,2020-01-01,1552,1552,1552
239,2020-02-01,2268,716,2268
239,2020-03-01,4584,2316,4584
239,2020-04-01,5881,1297,5881
240,2020-01-01,3926,3926,3926
240,2020-02-01,4280,354,4280
240,2020-03-01,8178,3898,8178
240,2020-04-01,8639,461,8639
241,2020-01-01,302,302,302
241,2020-02-01,302,0,302
241,2020-03-01,302,0,302
241,2020-04-01,302,0,302
242,2020-01-01,1597,1597,1597
242,2020-02-01,4060,2463,4060
242,2020-03-01,6061,2001,6061
242,2020-04-01,8966,2905,8966
243,2020-01-01,862,862,862
243,2020-02-01,862,0,862
243,2020-03-01,2209,1347,2209
243,2020-04-01,2209,0,2209
244,2020-01-01,728,728,728
244,2020-02-01,2192,1464,2192
244,2020-03-01,2370,178,2370
244,2020-04-01,3423,1053,3423
245,2020-01-01,76,76,76
245,2020-02-01,1133,1057,1133
245,2020-03-01,4493,3360,4493
245,2020-04-01,8285,3792,8285
246,2020-01-01,506,506,506
246,2020-02-01,1646,1140,1646
246,2020-03-01,3771,2125,3771
246,2020-04-01,6710,2939,6710
247,2020-01-01,983,983,983
247,2020-02-01,2085,1102,2085
247,2020-03-01,2629,544,2629
247,2020-04-01,2629,0,2629
248,2020-01-01,304,304,304
248,2020-02-01,1901,1597,1901
248,2020-03-01,4065,2164,4065
248,2020-04-01,5870,1805,5870
249,2020-01-01,336,336,336
249,2020-02-01,336,0,336
249,2020-03-01,1065,729,1065
249,2020-04-01,1235,170,1235
250,2020-01-01,1101,1101,1101
250,2020-02-01,2950,1849,2950
250,2020-03-01,5841,2891,5841
250,2020-04-01,7573,1732,7573
251,2020-01-01,2318,2318,2318
251,2020-02-01,4918,2600,4918
251,2020-03-01,8544,3626,8544
251,2020-04-01,9197,653,9197
252,2020-01-01,1675,1675,1675
252,2020-02-01,1675,0,1675
252,2020-03-01,1675,0,1675
252,2020-04-01,1831,156,1831
253,2020-01-01,2530,2530,2530
253,2020-02-01,4963,2433,4963
253,2020-03-01,6529,1566,6529
253,2020-04-01,8996,2467,8996
254,2020-01-01,1676,1676,1676
254,2020-02-01,4595,2919,4595
254,2020-03-01,8462,3867,8462
254,2020-04-01,8462,0,8462
255,2020-01-01,873,873,873
255,2020-02-01,1707,834,1707
255,2020-03-01,2594,887,2594
255,2020-04-01,2594,0,2594
256,2020-01-01,1743,1743,1743
256,2020-02-01,4524,2781,4524
256,2020-03-01,6558,2034,6558
256,2020-04-01,8660,2102,8660
257,2020-01-01,572,572,572
257,2020-02-01,3623,3051,3623
257,2020-03-01,6456,2833,6456
257,2020-04-01,6960,504,6960
258,2020-01-01,590,590,590
258,2020-02-01,2256,1666,2256
258,2020-03-01,4389,2133,4389
258,2020-04-01,5817,1428,5817
259,2020-01-01,4742,4742,4742
259,2020-02-01,7215,2473,7215
259,2020-03-01,8852,1637,8852
259,2020-04-01,8852,0,8852
260,2020-01-01,1865,1865,1865
260,2020-02-01,1865,0,1865
260,2020-03-01,3813,1948,3813
260,2020-04-01,3813,0,3813
261,2020-01-01,746,746,746
261,2020-02-01,2086,1340,2086
261,2020-03-01,3823,1737,3823
261,2020-04-01,4121,298,4121
262,2020-01-01,1236,1236,1236
262,2020-02-01,2765,1529,2765
262,2020-03-01,6082,3317,6082
262,2020-04-01,6082,0,6082
263,2020-01-01,312,312,312
263,2020-02-01,512,200,512
263,2020-03-01,512,0,512
263,2020-04-01,1170,658,1170
264,2020-01-01,1064,1064,1064
264,2020-02-01,1989,925,1989
264,2020-03-01,5916,3927,5916
264,2020-04-01,6709,793,6709
265,2020-01-01,1611,1611,1611
265,2020-02-01,3067,1456,3067
265,2020-03-01,7016,3949,7016
265,2020-04-01,7660,644,7660
266,2020-01-01,651,651,651
266,2020-02-01,1455,804,1455
266,2020-03-01,2123,668,2123
266,2020-04-01,3488,1365,3488
267,2020-01-01,1519,1519,1519
267,2020-02-01,3394,1875,3394
267,2020-03-01,6964,3570,6964
267,2020-04-01,9758,2794,9758
268,2020-01-01,3565,3565,3565
268,2020-02-01,6147,2582,6147
268,2020-03-01,7466,1319,7466
268,2020-04-01,7954,488,7954
269,2020-01-01,4675,4675,4675
269,2020-02-01,6703,2028,6703
269,2020-03-01,8266,1563,8266
269,2020-04-01,9068,802,9068
270,2020-01-01,1395,1395,1395
270,2020-02-01,3637,2242,3637
270,2020-03-01,5685,2048,5685
270,2020-04-01,6726,1041,6726
271,2020-01-01,3160,3160,3160
271,2020-02-01,5352,2192,5352
271,2020-03-01,9878,4526,9878
271,2020-04-01,10796,918,10796
272,2020-01-01,1640,1640,1640
272,2020-02-01,4137,2497,4137
272,2020-03-01,4137,0,4137
272,2020-04-01,5649,1512,5649
273,2020-01-01,876,876,876
273,2020-02-01,3551,2675,3551
273,2020-03-01,5230,1679,5230
273,2020-04-01,6462,1232,6462
274,2020-01-01,3908,3908,3908
274,2020-02-01,6990,3082,6990
274,2020-03-01,8386,1396,8386
274,2020-04-01,8386,0,8386
275,2020-01-01,211,211,211
275,2020-02-01,1853,1642,1853
275,2020-03-01,7235,5382,7235
275,2020-04-01,11007,3772,11007
276,2020-01-01,3903,3903,3903
276,2020-02-01,5604,1701,5604
276,2020-03-01,8378,2774,8378
276,2020-04-01,8378,0,8378
277,2020-01-01,615,615,615
277,2020-02-01,1411,796,1411
277,2020-03-01,2757,1346,2757
277,2020-04-01,2757,0,2757
278,2020-01-01,1309,1309,1309
278,2020-02-01,3535,2226,3535
278,2020-03-01,4142,607,4142
278,2020-04-01,7050,2908,7050
279,2020-01-01,1895,1895,1895
279,2020-02-01,3641,1746,3641
279,2020-03-01,4619,978,4619
279,2020-04-01,4699,80,4699
280,2020-01-01,1581,1581,1581
280,2020-02-01,3213,1632,3213
280,2020-03-01,4239,1026,4239
280,2020-04-01,4239,0,4239
281,2020-01-01,3044,3044,3044
281,2020-02-01,6151,3107,6151
281,2020-03-01,11500,5349,11500
281,2020-04-01,12312,812,12312
282,2020-01-01,74,74,74
282,2020-02-01,861,787,861
282,2020-03-01,2905,2044,2905
282,2020-04-01,4723,1818,4723
283,2020-01-01,4579,4579,4579
283,2020-02-01,6312,1733,6312
283,2020-03-01,9215,2903,9215
283,2020-04-01,10639,1424,10639
284,2020-01-01,257,257,257
284,2020-02-01,5420,5163,5420
284,2020-03-01,9038,3618,9038
284,2020-04-01,11773,2735,11773
285,2020-01-01,360,360,360
285,2020-02-01,1358,998,1358
285,2020-03-01,1965,607,1965
285,2020-04-01,1965,0,1965
286,2020-01-01,177,177,177
286,2020-02-01,183,6,183
286,2020-03-01,183,0,183
286,2020-04-01,183,0,183
287,2020-01-01,658,658,658
287,2020-02-01,2419,1761,2419
287,2020-03-01,5416,2997,5416
287,2020-04-01,6708,1292,6708
288,2020-01-01,1920,1920,1920
288,2020-02-01,3739,1819,3739
288,2020-03-01,4091,352,4091
288,2020-04-01,4091,0,4091
289,2020-01-01,838,838,838
289,2020-02-01,3259,2421,3259
289,2020-03-01,6216,2957,6216
289,2020-04-01,8019,1803,8019
290,2020-01-01,2259,2259,2259
290,2020-02-01,5017,2758,5017
290,2020-03-01,5939,922,5939
290,2020-04-01,7979,2040,7979
291,2020-01-01,930,930,930
291,2020-02-01,930,0,930
291,2020-03-01,930,0,930
291,2020-04-01,1925,995,1925
292,2020-01-01,3730,3730,3730
292,2020-02-01,4918,1188,4918
292,2020-03-01,6724,1806,6724
292,2020-04-01,6724,0,6724
293,2020-01-01,1657,1657,1657
293,2020-02-01,5056,3399,5056
293,2020-03-01,5914,858,5914
293,2020-04-01,6644,730,6644
294,2020-01-01,307,307,307
294,2020-02-01,2537,2230,2537
294,2020-03-01,3387,850,3387
294,2020-04-01,3387,0,3387
295,2020-01-01,636,636,636
295,2020-02-01,2192,1556,2192
295,2020-03-01,3232,1040,3232
295,2020-04-01,4839,1607,4839
296,2020-01-01,1501,1501,1501
296,2020-02-01,4654,3153,4654
296,2020-03-01,5131,477,5131
296,2020-04-01,6042,911,6042
297,2020-01-01,2428,2428,2428
297,2020-02-01,5237,2809,5237
297,2020-03-01,7490,2253,7490
297,2020-04-01,7768,278,7768
298,2020-01-01,2340,2340,2340
298,2020-02-01,6434,4094,6434
298,2020-03-01,7801,1367,7801
298,2020-04-01,8523,722,8523
299,2020-01-01,2239,2239,2239
299,2020-02-01,4286,2047,4286
299,2020-03-01,7974,3688,7974
299,2020-04-01,7974,0,7974
300,2020-01-01,672,672,672
300,2020-02-01,2333,1661,2333
300,2020-03-01,6886,4553,6886
300,2020-04-01,7691,805,7691
301,2020-01-01,2196,2196,2196
301,2020-02-01,5981,3785,5981
301,2020-03-01,9842,3861,9842
301,2020-04-01,9949,107,9949
302,2020-01-01,1785,1785,1785
302,2020-02-01,3419,1634,3419
302,2020-03-01,5736,2317,5736
302,2020-04-01,6351,615,6351
303,2020-01-01,534,534,534
303,2020-02-01,2379,1845,2379
303,2020-03-01,5533,3154,5533
303,2020-04-01,7310,1777,7310
304,2020-01-01,1544,1544,1544
304,2020-02-01,3520,1976,3520
304,2020-03-01,6480,2960,6480
304,2020-04-01,7615,1135,7615
305,2020-01-01,784,784,784
305,2020-02-01,1649,865,1649
305,2020-03-01,3440,1791,3440
305,2020-04-01,3440,0,3440
306,2020-01-01,402,402,402
306,2020-02-01,402,0,402
306,2020-03-01,3684,3282,3684
306,2020-04-01,10383,6699,10383
307,2020-01-01,1422,1422,1422
307,2020-02-01,3550,2128,3550
307,2020-03-01,5059,1509,5059
307,2020-04-01,5522,463,5522
308,2020-01-01,2125,2125,2125
308,2020-02-01,3002,877,3002
308,2020-03-01,5206,2204,5206
308,2020-04-01,6183,977,6183
309,2020-01-01,2353,2353,2353
309,2020-02-01,6230,3877,6230
309,2020-03-01,8119,1889,8119
309,2020-04-01,9348,1229,9348
310,2020-01-01,860,860,860
310,2020-02-01,1564,704,1564
310,2020-03-01,4474,2910,4474
310,2020-04-01,4474,0,4474
311,2020-01-01,2298,2298,2298
311,2020-02-01,4208,1910,4208
311,2020-03-01,6169,1961,6169
311,2020-04-01,6683,514,6683
312,2020-01-01,485,485,485
312,2020-02-01,2540,2055,2540
312,2020-03-01,4395,1855,4395
312,2020-04-01,5648,1253,5648
313,2020-01-01,901,901,901
313,2020-02-01,1606,705,1606
313,2020-03-01,3889,2283,3889
313,2020-04-01,5560,1671,5560
314,2020-01-01,448,448,448
314,2020-02-01,1529,1081,1529
314,2020-03-01,2253,724,2253
314,2020-04-01,3519,1266,3519
315,2020-01-01,1295,1295,1295
315,2020-02-01,1349,54,1349
315,2020-03-01,2287,938,2287
315,2020-04-01,2287,0,2287
316,2020-01-01,184,184,184
316,2020-02-01,2851,2667,2851
316,2020-03-01,4195,1344,4195
316,2020-04-01,4195,0,4195
317,2020-01-01,869,869,869
317,2020-02-01,1232,363,1232
317,2020-03-01,1232,0,1232
317,2020-04-01,1469,237,1469
318,2020-01-01,1119,1119,1119
318,2020-02-01,1782,663,1782
318,2020-03-01,3088,1306,3088
318,2020-04-01,3088,0,3088
319,2020-01-01,83,83,83
319,2020-02-01,869,786,869
319,2020-03-01,2296,1427,2296
319,2020-04-01,2296,0,2296
320,2020-01-01,2426,2426,2426
320,2020-02-01,5187,2761,5187
320,2020-03-01,5933,746,5933
320,2020-04-01,6545,612,6545
321,2020-01-01,243,243,243
321,2020-02-01,1085,842,1085
321,2020-03-01,1085,0,1085
321,2020-04-01,1870,785,1870
322,2020-01-01,1949,1949,1949
322,2020-02-01,4433,2484,4433
322,2020-03-01,5835,1402,5835
322,2020-04-01,5835,0,5835
323,2020-01-01,1323,1323,1323
323,2020-02-01,4526,3203,4526
323,2020-03-01,7022,2496,7022
323,2020-04-01,8763,1741,8763
324,2020-01-01,1839,1839,1839
324,2020-02-01,2603,764,2603
324,2020-03-01,4444,1841,4444
324,2020-04-01,4444,0,4444
325,2020-01-01,60,60,60
325,2020-02-01,1998,1938,1998
325,2020-03-01,4668,2670,4668
325,2020-04-01,4668,0,4668
326,2020-01-01,1167,1167,1167
326,2020-02-01,1795,628,1795
326,2020-03-01,1795,0,1795
326,2020-04-01,1795,0,1795
327,2020-01-01,919,919,919
327,2020-02-01,919,0,919
327,2020-03-01,3250,2331,3250
327,2020-04-01,3250,0,3250
328,2020-01-01,2018,2018,2018
328,2020-02-01,4212,2194,4212
328,2020-03-01,8965,4753,8965
328,2020-04-01,10273,1308,10273
329,2020-01-01,831,831,831
329,2020-02-01,2802,1971,2802
329,2020-03-01,3430,628,3430
329,2020-04-01,5334,1904,5334
330,2020-01-01,826,826,826
330,2020-02-01,3091,2265,3091
330,2020-03-01,7390,4299,7390
330,2020-04-01,8198,808,8198
331,2020-01-01,2842,2842,2842
331,2020-02-01,5515,2673,5515
331,2020-03-01,7267,1752,7267
331,2020-04-01,7267,0,7267
332,2020-01-01,986,986,986
332,2020-02-01,5013,4027,5013
332,2020-03-01,6896,1883,6896
332,2020-04-01,8430,1534,8430
333,2020-01-01,2963,2963,2963
333,2020-02-01,4453,1490,4453
333,2020-03-01,6919,2466,6919
333,2020-04-01,7272,353,7272
334,2020-01-01,1177,1177,1177
334,2020-02-01,2724,1547,2724
334,2020-03-01,3519,795,3519
334,2020-04-01,4330,811,4330
335,2020-01-01,756,756,756
335,2020-02-01,2114,1358,2114
335,2020-03-01,4173,2059,4173
335,2020-04-01,4173,0,4173
336,2020-01-01,543,543,543
336,2020-02-01,1681,1138,1681
336,2020-03-01,2411,730,2411
336,2020-04-01,2875,464,2875
337,2020-01-01,1426,1426,1426
337,2020-02-01,2308,882,2308
337,2020-03-01,3906,1598,3906
337,2020-04-01,4364,458,4364
338,2020-01-01,1498,1498,1498
338,2020-02-01,4003,2505,4003
338,2020-03-01,6469,2466,6469
338,2020-04-01,7972,1503,7972
339,2020-01-01,1386,1386,1386
339,2020-02-01,5150,3764,5150
339,2020-03-01,6709,1559,6709
339,2020-04-01,6709,0,6709
340,2020-01-01,1198,1198,1198
340,2020-02-01,4744,3546,4744
340,2020-03-01,9549,4805,9549
340,2020-04-01,10380,831,10380
341,2020-01-01,345,345,345
341,2020-02-01,1717,1372,1717
341,2020-03-01,2993,1276,2993
341,2020-04-01,3368,375,3368
342,2020-01-01,347,347,347
342,2020-02-01,2919,2572,2919
342,2020-03-01,5601,2682,5601
342,2020-04-01,7487,1886,7487
343,2020-01-01,2251,2251,2251
343,2020-02-01,3743,1492,3743
343,2020-03-01,5595,1852,5595
343,2020-04-01,5595,0,5595
344,2020-01-01,3300,3300,3300
344,2020-02-01,8029,4729,8029
344,2020-03-01,11173,3144,11173
344,2020-04-01,11173,0,11173
345,2020-01-01,2406,2406,2406
345,2020-02-01,2956,550,2956
345,2020-03-01,4594,1638,4594
345,2020-04-01,4594,0,4594
346,2020-01-01,916,916,916
346,2020-02-01,2884,1968,2884
346,2020-03-01,2884,0,2884
346,2020-04-01,8102,5218,8102
347,2020-01-01,858,858,858
347,2020-02-01,2027,1169,2027
347,2020-03-01,5096,3069,5096
347,2020-04-01,5096,0,5096
348,2020-01-01,823,823,823
348,2020-02-01,1708,885,1708
348,2020-03-01,2885,1177,2885
348,2020-04-01,4778,1893,4778
349,2020-01-01,1990,1990,1990
349,2020-02-01,3906,1916,3906
349,2020-03-01,8109,4203,8109
349,2020-04-01,8764,655,8764
350,2020-01-01,2200,2200,2200
350,2020-02-01,3842,1642,3842
350,2020-03-01,6852,3010,6852
350,2020-04-01,7911,1059,7911
351,2020-01-01,2554,2554,2554
351,2020-02-01,4633,2079,4633
351,2020-03-01,4960,327,4960
351,2020-04-01,4960,0,4960
352,2020-01-01,416,416,416
352,2020-02-01,2444,2028,2444
352,2020-03-01,4180,1736,4180
352,2020-04-01,5433,1253,5433
353,2020-01-01,2465,2465,2465
353,2020-02-01,3729,1264,3729
353,2020-03-01,6508,2779,6508
353,2020-04-01,6508,0,6508
354,2020-01-01,822,822,822
354,2020-02-01,822,0,822
354,2020-03-01,1486,664,1486
354,2020-04-01,1486,0,1486
355,2020-01-01,979,979,979
355,2020-02-01,2462,1483,2462
355,2020-03-01,3405,943,3405
355,2020-04-01,4950,1545,4950
356,2020-01-01,4220,4220,4220
356,2020-02-01,6279,2059,6279
356,2020-03-01,8868,2589,8868
356,2020-04-01,11138,2270,11138
357,2020-01-01,780,780,780
357,2020-02-01,1150,370,1150
357,2020-03-01,1532,382,1532
357,2020-04-01,2216,684,2216
358,2020-01-01,2086,2086,2086
358,2020-02-01,2529,443,2529
358,2020-03-01,4605,2076,4605
358,2020-04-01,4780,175,4780
359,2020-01-01,1232,1232,1232
359,2020-02-01,1706,474,1706
359,2020-03-01,4251,2545,4251
359,2020-04-01,4532,281,4532
360,2020-01-01,3174,3174,3174
360,2020-02-01,6077,2903,6077
360,2020-03-01,7967,1890,7967
360,2020-04-01,10806,2839,10806
361,2020-01-01,1254,1254,1254
361,2020-02-01,1686,432,1686
361,2020-03-01,1686,0,1686
361,2020-04-01,1686,0,1686
362,2020-01-01,416,416,416
362,2020-02-01,481,65,481
362,2020-03-01,1526,1045,1526
362,2020-04-01,2705,1179,2705
363,2020-01-01,977,977,977
363,2020-02-01,3174,2197,3174
363,2020-03-01,6153,2979,6153
363,2020-04-01,6332,179,6332
364,2020-01-01,1183,1183,1183
364,2020-02-01,3702,2519,3702
364,2020-03-01,6899,3197,6899
364,2020-04-01,8335,1436,8335
365,2020-01-01,1258,1258,1258
365,2020-02-01,3086,1828,3086
365,2020-03-01,4783,1697,4783
365,2020-04-01,6406,1623,6406
366,2020-01-01,1981,1981,1981
366,2020-02-01,7963,5982,7963
366,2020-03-01,9175,1212,9175
366,2020-04-01,9384,209,9384
367,2020-01-01,239,239,239
367,2020-02-01,3297,3058,3297
367,2020-03-01,5931,2634,5931
367,2020-04-01,7623,1692,7623
368,2020-01-01,1280,1280,1280
368,2020-02-01,5144,3864,5144
368,2020-03-01,8466,3322,8466
368,2020-04-01,9850,1384,9850
369,2020-01-01,486,486,486
369,2020-02-01,486,0,486
369,2020-03-01,2931,2445,2931
369,2020-04-01,2931,0,2931
370,2020-01-01,3021,3021,3021
370,2020-02-01,5537,2516,5537
370,2020-03-01,6901,1364,6901
370,2020-04-01,8280,1379,8280
371,2020-01-01,1190,1190,1190
371,2020-02-01,3240,2050,3240
371,2020-03-01,4857,1617,4857
371,2020-04-01,6095,1238,6095
372,2020-01-01,3374,3374,3374
372,2020-02-01,6857,3483,6857
372,2020-03-01,10885,4028,10885
372,2020-04-01,10885,0,10885
373,2020-01-01,699,699,699
373,2020-02-01,915,216,915
373,2020-03-01,1695,780,1695
373,2020-04-01,3839,2144,3839
374,2020-01-01,3171,3171,3171
374,2020-02-01,4202,1031,4202
374,2020-03-01,6370,2168,6370
374,2020-04-01,6370,0,6370
375,2020-01-01,647,647,647
375,2020-02-01,2670,2023,2670
375,2020-03-01,3498,828,3498
375,2020-04-01,4349,851,4349
376,2020-01-01,2890,2890,2890
376,2020-02-01,7615,4725,7615
376,2020-03-01,11512,3897,11512
376,2020-04-01,11512,0,11512
377,2020-01-01,1220,1220,1220
377,2020-02-01,1654,434,1654
377,2020-03-01,1654,0,1654
377,2020-04-01,3523,1869,3523
378,2020-01-01,856,856,856
378,2020-02-01,4042,3186,4042
378,2020-03-01,5582,1540,5582
378,2020-04-01,5582,0,5582
379,2020-01-01,937,937,937
379,2020-02-01,2378,1441,2378
379,2020-03-01,2378,0,2378
379,2020-04-01,3316,938,3316
380,2020-01-01,1919,1919,1919
380,2020-02-01,4677,2758,4677
380,2020-03-01,7012,2335,7012
380,2020-04-01,7012,0,7012
381,2020-01-01,66,66,66
381,2020-02-01,992,926,992
381,2020-03-01,2620,1628,2620
381,2020-04-01,4383,1763,4383
382,2020-01-01,1157,1157,1157
382,2020-02-01,3397,2240,3397
382,2020-03-01,5099,1702,5099
382,2020-04-01,5099,0,5099
383,2020-01-01,1814,1814,1814
383,2020-02-01,2785,971,2785
383,2020-03-01,4337,1552,4337
383,2020-04-01,6987,2650,6987
384,2020-01-01,714,714,714
384,2020-02-01,5660,4946,5660
384,2020-03-01,8747,3087,8747
384,2020-04-01,8747,0,8747
385,2020-01-01,2344,2344,2344
385,2020-02-01,2344,0,2344
385,2020-03-01,6533,4189,6533
385,2020-04-01,6701,168,6701
386,2020-01-01,1108,1108,1108
386,2020-02-01,1457,349,1457
386,2020-03-01,3960,2503,3960
386,2020-04-01,7687,3727,7687
387,2020-01-01,1069,1069,1069
387,2020-02-01,1069,0,1069
387,2020-03-01,2551,1482,2551
387,2020-04-01,4264,1713,4264
388,2020-01-01,2243,2243,2243
388,2020-02-01,3360,1117,3360
388,2020-03-01,3832,472,3832
388,2020-04-01,4054,222,4054
389,2020-01-01,2087,2087,2087
389,2020-02-01,4858,2771,4858
389,2020-03-01,5582,724,5582
389,2020-04-01,6373,791,6373
390,2020-01-01,909,909,909
390,2020-02-01,2242,1333,2242
390,2020-03-01,4967,2725,4967
390,2020-04-01,7309,2342,7309
391,2020-01-01,1301,1301,1301
391,2020-02-01,2168,867,2168
391,2020-03-01,4678,2510,4678
391,2020-04-01,6014,1336,6014
392,2020-01-01,936,936,936
392,2020-02-01,2154,1218,2154
392,2020-03-01,2690,536,2690
392,2020-04-01,3591,901,3591
393,2020-01-01,659,659,659
393,2020-02-01,1396,737,1396
393,2020-03-01,6218,4822,6218
393,2020-04-01,7079,861,7079
394,2020-01-01,4292,4292,4292
394,2020-02-01,8608,4316,8608
394,2020-03-01,9832,1224,9832
394,2020-04-01,9832,0,9832
395,2020-01-01,1932,1932,1932
395,2020-02-01,2800,868,2800
395,2020-03-01,4677,1877,4677
395,2020-04-01,5497,820,5497
396,2020-01-01,3713,3713,3713
396,2020-02-01,5422,1709,5422
396,2020-03-01,8210,2788,8210
396,2020-04-01,8210,0,8210
397,2020-01-01,973,973,973
397,2020-02-01,1106,133,1106
397,2020-03-01,1855,749,1855
397,2020-04-01,1855,0,1855
398,2020-01-01,3513,3513,3513
398,2020-02-01,6255,2742,6255
398,2020-03-01,11249,4994,11249
398,2020-04-01,11249,0,11249
399,2020-01-01,967,967,967
399,2020-02-01,2071,1104,2071
399,2020-03-01,4866,2795,4866
399,2020-04-01,5095,229,5095
400,2020-01-01,1227,1227,1227
400,2020-02-01,1937,710,1937
400,2020-03-01,1937,0,1937
400,2020-04-01,3684,1747,3684
401,2020-01-01,1810,1810,1810
401,2020-02-01,1937,127,1937
401,2020-03-01,3755,1818,3755
401,2020-04-01,3755,0,3755
402,2020-01-01,1732,1732,1732
402,2020-02-01,1943,211,1943
402,2020-03-01,2746,803,2746
402,2020-04-01,2746,0,2746
403,2020-01-01,1459,1459,1459
403,2020-02-01,1459,0,1459
403,2020-03-01,2305,846,2305
403,2020-04-01,2365,60,2365
404,2020-01-01,4683,4683,4683
404,2020-02-01,7405,2722,7405
404,2020-03-01,10352,2947,10352
404,2020-04-01,10352,0,10352
405,2020-01-01,4683,4683,4683
405,2020-02-01,7001,2318,7001
