batch,fg_code,prod_desc
40957HF1,40440,Isosorbide Dinitrate Tab USP 5mg 100
40958HF1,40440,Isosorbide Dinitrate Tab USP 5mg 100
40960HF1,40444,Isosorbide Dinitrate Tab USP 20mg 100
40961HF1,40444,Isosorbide Dinitrate Tab USP 20mg 100
40962HF1,40444,Isosorbide Dinitrate Tab USP 20mg 100
40963HF1,40444,Isosorbide Dinitrate Tab USP 20mg 100
40964HF1,40444,Isosorbide Dinitrate Tab USP 20mg 100
40965HF1,40444,Isosorbide Dinitrate Tab USP 20mg 100
40970HF1,40488,Carbi + Levo tab USP 10/100mg 100
40971HJ3,40817,Carbi + Levo tab USP 10/100mg 500
40972HF1,40891,Carbi + Levo tab USP 10/100mg 100 Tru
40973,30086,Cor Nicotine Pol Loz 2mg Mint
40974,30086,Cor Nicotine Pol Loz 2mg Mint
40975,30102,Cor  Nicotine  Pol Loz 2mg Cherry
40976,30102,Cor  Nicotine  Pol Loz 2mg Cherry
40977,30088,Cor Nicotine Pol Loz 4mg Mint
40978HK1,40667,Carvedilol Tab USP 25mg 1000
40979HF1,40621,Carvedilol Tab USP 25mg 100
40979HK1,40667,Carvedilol Tab USP 25mg 1000
40980HD1,40294,Amiodarone HCl Tab USP 200mg 60
40981HD1,40294,Amiodarone HCl Tab USP 200mg 60
40982HD1,40294,Amiodarone HCl Tab USP 200mg 60
40985HK1,40726,Baclofen Tab USP 10mg 1000
40986HK1,40018,Baclofen Tab USP 10mg 1000 TRU
40987HK1,40726,Baclofen Tab USP 10mg 1000
40988HK1,40726,Baclofen Tab USP 10mg 1000
40989HK1,40726,Baclofen Tab USP 10mg 1000
40990HK2,40168,"Metoprolol Tart. Tab USP 25mg,1000's,TRU"
40991HF1,40716,Clonazepam Tab USP 2mg 100
40992HF1,40716,Clonazepam Tab USP 2mg 100
40993HF1,40658,Metoprolol Tar Tab USP 75mg 100
40994HF1,40047,Metoprolol Tar Tab USP 75mg 100 TRU
40995HF1,40312,Buspirone HCl Tab USP 15mg 100
40996HF1,40312,Buspirone HCl Tab USP 15mg 100
40997HF1,40312,Buspirone HCl Tab USP 15mg 100
40998HF1,40312,Buspirone HCl Tab USP 15mg 100
40999HF1,40312,Buspirone HCl Tab USP 15mg 100
41000HF1,40312,Buspirone HCl Tab USP 15mg 100
41001HF1,40312,Buspirone HCl Tab USP 15mg 100
41002HF1,40312,Buspirone HCl Tab USP 15mg 100
41003HF1,40312,Buspirone HCl Tab USP 15mg 100
41004HF1,40312,Buspirone HCl Tab USP 15mg 100
41005HF1,40312,Buspirone HCl Tab USP 15mg 100
41006HF1,40312,Buspirone HCl Tab USP 15mg 100
41007HF1,40312,Buspirone HCl Tab USP 15mg 100
41008HF1,40312,Buspirone HCl Tab USP 15mg 100
41010HF1,40680,Acetazolamide Tab USP 125mg 100
41011HF1,40680,Acetazolamide Tab USP 125mg 100
41012HF1,40680,Acetazolamide Tab USP 125mg 100
41013HD1,40316,Buspirone HCl Tab USP 30mg 60
41014HD1,40316,Buspirone HCl Tab USP 30mg 60
41015HD1,40316,Buspirone HCl Tab USP 30mg 60
41016HD1,40316,Buspirone HCl Tab USP 30mg 60
41017HD1,40316,Buspirone HCl Tab USP 30mg 60
41018HD1,40316,Buspirone HCl Tab USP 30mg 60
41027HF1,40716,Clonazepam Tab USP 2mg 100
41028NA1,41103,Fluticasone pro nsal spr USP 50mcg/spr
41028NA2,41103,Fluticasone pro nsal spr USP 50mcg/spr
41029HJ1,40730,Amantadine HCl Cap USP 100mg 500
41030HJ1,40730,Amantadine HCl Cap USP 100mg 500
41031HF1,40140,Amantadine HCl Cap USP 100mg 100
41032BD1,40225,Loratadine OD Tab USP 10mg 1x10
41033BD1,40225,Loratadine OD Tab USP 10mg 1x10
41034BH1,40224,Loratadine OD Tab USP 10mg 3x10
41035HJ1,40707,Metoprolol Tar Tab USP 25mg 500
41036HK1,40653,Metoprolol Tar Tab USP 25mg 1000
41037HK1,40653,Metoprolol Tar Tab USP 25mg 1000
41038HK1,40653,Metoprolol Tar Tab USP 25mg 1000
41039HF1,40654,Metoprolol Tar Tab USP 50mg 100
41039HF2,40654,Metoprolol Tar Tab USP 50mg 100
41040HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41041HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41042HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41043HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41044HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41045HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41046HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41047HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41048HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41049HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41050HK1,40655,Metoprolol Tar Tab USP 50mg 1000
41051HK1,40170,"Metoprolol Tart. Tab USP 50mg,1000's,TRU"
41052HK1,40170,"Metoprolol Tart. Tab USP 50mg,1000's,TRU"
41053HK1,40170,"Metoprolol Tart. Tab USP 50mg,1000's,TRU"
41054HK1,40170,"Metoprolol Tart. Tab USP 50mg,1000's,TRU"
41055HK1,40170,"Metoprolol Tart. Tab USP 50mg,1000's,TRU"
41056HF1,40171,"Metoprolol Tart. Tab USP 100mg,100's,TRU"
41057HK1,40172,"Metoprolol Tart.Tab USP 100mg,1000's,TRU"
41058HK1,40172,"Metoprolol Tart.Tab USP 100mg,1000's,TRU"
41059HK1,40898,Carbi + Levo tab USP 25/100mg 1000 Tru
41060HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
41061HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
41062HK1,40664,Carvedilol Tab USP 6.25mg 1000
41063HK1,40664,Carvedilol Tab USP 6.25mg 1000
41064HJ1,40295,Amiodarone HCl Tab USP 200mg 500
41065HD1,40294,Amiodarone HCl Tab USP 200mg 60
41066HF1,40509,Dicyclomine HCL Tab USP 20mg 100
41067HF1,40509,Dicyclomine HCL Tab USP 20mg 100
41067HK1,40510,Dicyclomine HCL Tab USP 20mg 1000
41068HK1,40510,Dicyclomine HCL Tab USP 20mg 1000
41069HF1,40213,Bumetanide Tab USP 1mg 100
41069HJ1,41185,Bumetanide Tab USP 1mg 500
41070HF1,40213,Bumetanide Tab USP 1mg 100
41071HF1,40213,Bumetanide Tab USP 1mg 100
41072HF1,40214,Bumetanide Tab USP 2mg 100
41072HJ1,41186,Bumetanide Tab USP 2mg 500
41073HF1,40214,Bumetanide Tab USP 2mg 100
41074HF1,40214,Bumetanide Tab USP 2mg 100
41075HF1,40212,Bumetanide Tab USP 0.5mg 100
41076HF1,40212,Bumetanide Tab USP 0.5mg 100
41077HF1,40212,Bumetanide Tab USP 0.5mg 100
41077HJ1,41184,Bumetanide Tab USP 0.5mg 500
41078HJ1,40620,Carvedilol Tab USP 12.5mg 500
41079HJ1,40620,Carvedilol Tab USP 12.5mg 500
41080HJ1,40620,Carvedilol Tab USP 12.5mg 500
41081HJ1,40620,Carvedilol Tab USP 12.5mg 500
41082HJ1,40620,Carvedilol Tab USP 12.5mg 500
41083HJ1,40620,Carvedilol Tab USP 12.5mg 500
41084HJ1,40620,Carvedilol Tab USP 12.5mg 500
41085HJ1,40620,Carvedilol Tab USP 12.5mg 500
41086HJ1,40620,Carvedilol Tab USP 12.5mg 500
41087HJ1,40620,Carvedilol Tab USP 12.5mg 500
41088HK1,40666,Carvedilol Tab USP 12.5mg 1000
41089HK1,40666,Carvedilol Tab USP 12.5mg 1000
41090HF2,40314,Buspirone HCl Tab USP 7.5mg 100
41091HF1,40314,Buspirone HCl Tab USP 7.5mg 100
41092HF1,40314,Buspirone HCl Tab USP 7.5mg 100
41093HF1,40314,Buspirone HCl Tab USP 7.5mg 100
41094HF1,40314,Buspirone HCl Tab USP 7.5mg 100
41095HF1,40314,Buspirone HCl Tab USP 7.5mg 100
41096HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41097HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41098,30328,Cor Potassium Chl ER Tab 20mEq. Ktab
41099HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41100HC1,40830,Buprenorphine SL Tab 8mg 30
41101HC1,40830,Buprenorphine SL Tab 8mg 30
41102HC1,40830,Buprenorphine SL Tab 8mg 30
41103HC1,40830,Buprenorphine SL Tab 8mg 30
41104HC1,40830,Buprenorphine SL Tab 8mg 30
41106HC1,40471,Carbi + Levo ER Tab USP 25/100mg 30
41106HF1,40472,Carbi + Levo ER Tab USP 25/100mg 100
41107HF1,40472,Carbi + Levo ER Tab USP 25/100mg 100
41108HF1,40472,Carbi + Levo ER Tab USP 25/100mg 100
41109HF1,40865,Loperamide HCL Cap USP 2mg 100
41110HF1,40865,Loperamide HCL Cap USP 2mg 100
41111HF1,40865,Loperamide HCL Cap USP 2mg 100
41112HJ1,40866,Loperamide HCL Cap USP 2mg 500
41113HF1,40865,Loperamide HCL Cap USP 2mg 100
41114HD1,40699,Diclofenac Pot Tab USP 25mg 60 INA
41115HC1,40974,Diclofenac Pot Tab USP 25 mg 30 Tri
41115HD1,41026,Diclofenac Pot Tab USP 25 mg 60 Tri
41116HK1,40741,Sildenafil Tab USP 20mg 1000
41117HE1,40173,Sildenafil Tab USP 20mg 90 TRU
41118HE1,40566,Sildenafil Tab USP 20mg 90
41119HC1,40474,Carbi + Levo ER Tab USP 50/200mg 30
41119HF1,40475,Carbi + Levo ER Tab USP 50/200mg 100
41120HF1,40475,Carbi + Levo ER Tab USP 50/200mg 100
41121HF1,40475,Carbi + Levo ER Tab USP 50/200mg 100
41122HK1,40741,Sildenafil Tab USP 20mg 1000
41123HK1,40741,Sildenafil Tab USP 20mg 1000
41124HE1,40566,Sildenafil Tab USP 20mg 90
41124HK1,40741,Sildenafil Tab USP 20mg 1000
41125HF1,40623,Primidone Tab USP 50mg 100
41126HF1,40623,Primidone Tab USP 50mg 100
41137HD1,40294,Amiodarone HCl Tab USP 200mg 60
41138HD1,40294,Amiodarone HCl Tab USP 200mg 60
41139HD1,40294,Amiodarone HCl Tab USP 200mg 60
41140HJ1,40832,Carbi + Levo tab USP 25/100mg 500
41140HK1,40492,Carbi + Levo tab USP 25/100mg 1000
41141HD1,41026,Diclofenac Pot Tab USP 25 mg 60 Tri
41141HD2,40699,Diclofenac Pot Tab USP 25mg 60 INA
41142HF1,40649,Metolazone Tab USP 2.5mg 100
41143HF1,40649,Metolazone Tab USP 2.5mg 100
41151HK1,40726,Baclofen Tab USP 10mg 1000
41152HK1,40726,Baclofen Tab USP 10mg 1000
41153HK1,40726,Baclofen Tab USP 10mg 1000
41154HK1,40726,Baclofen Tab USP 10mg 1000
41155HK1,40726,Baclofen Tab USP 10mg 1000
41156HK1,40726,Baclofen Tab USP 10mg 1000
41157HF1,40710,Clonazepam Tab USP 0.5mg 100
41158HJ1,40796,Clonazepam Tab USP 0.5mg 500
41159HJ1,40796,Clonazepam Tab USP 0.5mg 500
41160HJ1,40796,Clonazepam Tab USP 0.5mg 500
41161HJ1,40796,Clonazepam Tab USP 0.5mg 500
41162HJ1,40796,Clonazepam Tab USP 0.5mg 500
41163HJ1,40796,Clonazepam Tab USP 0.5mg 500
41164HJ1,40796,Clonazepam Tab USP 0.5mg 500
41165HF1,40893,Carbi + Levo tab USP 25/250mg 100 Tru
41167HF1,40696,Midodrine HCl Tab USP 10mg 100
41168HF1,40696,Midodrine HCl Tab USP 10mg 100
41169HF1,40140,Amantadine HCl Cap USP 100mg 100
41170HF1,40140,Amantadine HCl Cap USP 100mg 100
41171HJ1,40730,Amantadine HCl Cap USP 100mg 500
41172HF1,40696,Midodrine HCl Tab USP 10mg 100
41173HF1,40150,Midodrine HCL Tab USP 10mg 100 TRU
41174HF1,40150,Midodrine HCL Tab USP 10mg 100 TRU
41180HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41181HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41182HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41183HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41184HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41185HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41764HK1,40898,Carbi + Levo tab USP 25/100mg 1000 Tru
41186HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41187HF1,40674,Labetalol HCl Tab USP 100mg 100
41188HJ1,40675,Labetalol HCl Tab USP 100mg 500
41189HF1,40676,Labetalol HCl Tab USP 200mg 100
41190HJ1,40677,Labetalol HCl Tab USP 200mg 500
41191HF1,41249,Labetalol HCl Tab USP 300mg 100-
41191HJ1,41250,Labetalol HCL Tab USP 300 mg 500-
41192HF1,41249,Labetalol HCl Tab USP 300mg 100-
41205HF1,40650,Metolazone Tab USP 5mg 100
41206HF1,40650,Metolazone Tab USP 5mg 100
41207HF1,40650,Metolazone Tab USP 5mg 100
41208HF1,40650,Metolazone Tab USP 5mg 100
41209HF1,40650,Metolazone Tab USP 5mg 100
41210HF1,40615,Carvedilol Tab USP 3.125mg 100
41210HJ1,40616,Carvedilol Tab USP 3.125mg 500
41210HK1,40665,Carvedilol Tab USP 3.125mg 1000
41211HJ1,40622,Carvedilol Tab USP 25mg 500
41212HJ1,40622,Carvedilol Tab USP 25mg 500
41213HJ1,40622,Carvedilol Tab USP 25mg 500
41214HJ1,40622,Carvedilol Tab USP 25mg 500
41215HF1,40700,Tramadol HCl Tab USP 50mg 100
41215HF2,40700,Tramadol HCl Tab USP 50mg 100
41215HK1,40702,Tramadol HCl Tab USP 50mg 1000
41216HF1,40700,Tramadol HCl Tab USP 50mg 100
41217HF1,40700,Tramadol HCl Tab USP 50mg 100
41217HJ1,40701,Tramadol HCl Tab USP 50mg 500
41217HK1,40702,Tramadol HCl Tab USP 50mg 1000
41218HJ1,40701,Tramadol HCl Tab USP 50mg 500
41219HF1,40700,Tramadol HCl Tab USP 50mg 100
41220HF1,40700,Tramadol HCl Tab USP 50mg 100
41221HK1,40702,Tramadol HCl Tab USP 50mg 1000
41222HK1,40702,Tramadol HCl Tab USP 50mg 1000
41223HK1,40702,Tramadol HCl Tab USP 50mg 1000
41226HF1,40682,Acetazolamide Tab USP 250mg 100
41229HJ1,40892,Carbi + Levo tab USP 10/100mg 500 Tru
41230HK1,40726,Baclofen Tab USP 10mg 1000
41231HJ1,40797,Clonazepam Tab USP 1mg 500
41232HJ1,40797,Clonazepam Tab USP 1mg 500
41233HJ1,40797,Clonazepam Tab USP 1mg 500
41234HF1,40713,Clonazepam Tab USP 1mg 100
41235HJ1,40797,Clonazepam Tab USP 1mg 500
41236HF1,40047,Metoprolol Tar Tab USP 75mg 100 TRU
41236HF2,40658,Metoprolol Tar Tab USP 75mg 100
41237HF1,40694,Midodrine HCl Tab USP 2.5mg 100
41240HF1,40592,Baclofen Tab USP 10mg 100
41241HF1,40592,Baclofen Tab USP 10mg 100
41242HF1,40592,Baclofen Tab USP 10mg 100
41243HF1,40309,Buspirone HCl Tab USP 10mg 100
41244HF1,40309,Buspirone HCl Tab USP 10mg 100
41245HF1,40309,Buspirone HCl Tab USP 10mg 100
41246HF1,40309,Buspirone HCl Tab USP 10mg 100
41247HF1,40309,Buspirone HCl Tab USP 10mg 100
41247HJ1,40310,Buspirone HCl Tab USP 10mg 500
41248HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
41252HK1,40653,Metoprolol Tar Tab USP 25mg 1000
41253HK1,40653,Metoprolol Tar Tab USP 25mg 1000
41254HK1,40653,Metoprolol Tar Tab USP 25mg 1000
41255HJ1,40707,Metoprolol Tar Tab USP 25mg 500
41258,30112,"Cor Nicotine  Pol Loz 4mg,Cinnamon"
41259,30110,"Cor Nicotine  Pol Loz 2mg,Cinnamon"
41260HF1,40880,Guanfacine Tab USP 1mg 100
41261HF1,40880,Guanfacine Tab USP 1mg 100
41262HF2,40880,Guanfacine Tab USP 1mg 100
41263HF1,40880,Guanfacine Tab USP 1mg 100
41264HF1,40880,Guanfacine Tab USP 1mg 100
41265HF1,40880,Guanfacine Tab USP 1mg 100
41266HF1,40880,Guanfacine Tab USP 1mg 100
41267HF1,40880,Guanfacine Tab USP 1mg 100
41268HF1,40880,Guanfacine Tab USP 1mg 100
41269HF1,40880,Guanfacine Tab USP 1mg 100
41270HJ1,40798,Clonazepam Tab USP 2mg 500
41271HJ1,40798,Clonazepam Tab USP 2mg 500
41272HJ1,40798,Clonazepam Tab USP 2mg 500
41273HF1,40627,Primidone Tab USP 250mg100
41274HF1,40627,Primidone Tab USP 250mg100
41275HJ1,40631,Oxcarbazepine Tab USP 150 mg 500
41276HC1,40781,Bisoprolol Fum Tab USP 5 mg 30
41276HF1,40782,Bisoprolol Fum Tab USP 5 mg 100
41277HF1,40782,Bisoprolol Fum Tab USP 5 mg 100
41278HF1,40782,Bisoprolol Fum Tab USP 5 mg 100
41279HF1,40782,Bisoprolol Fum Tab USP 5 mg 100
41284HF1,41064,Metoprolol Tar Tab USP 25mg 100 UnTS
41284HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
41285HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
41286HJ1,41062,Metoprolol Tar Tab USP 25mg 500 UnTS
41287HK2,41188,Metoprolol Tar Tab USP 25mg 1000UNTS Tru
41288HF1,40565,Baclofen Tab USP 20mg 100
41289HF1,40565,Baclofen Tab USP 20mg 100
41290HF1,40565,Baclofen Tab USP 20mg 100
41291HK1,40729,Baclofen Tab USP 20mg 1000
41292HK1,40729,Baclofen Tab USP 20mg 1000
41293HK1,40729,Baclofen Tab USP 20mg 1000
41294HK1,40729,Baclofen Tab USP 20mg 1000
41295HF1,40019,Baclofen Tab USP 20mg 100 TRU
41296HF1,40019,Baclofen Tab USP 20mg 100 TRU
41296HK1,40021,Baclofen Tab USP 20mg 1000 TRU
41297HF1,40884,Primidone Tab USP 125mg 100 Tru
41298HF1,40045,Metoprolol Tar Tab USP 37.5mg 100 TRU
41299HF1,40742,Tramadol HCl Tab USP 100mg 100
41300HF1,40742,Tramadol HCl Tab USP 100mg 100
41301HF1,40742,Tramadol HCl Tab USP 100mg 100
41302HF1,40742,Tramadol HCl Tab USP 100mg 100
41303HF1,40617,Carvedilol Tab USP 6.25mg 100
41304HJ1,40618,Carvedilol Tab USP 6.25mg 500
41305HJ1,40618,Carvedilol Tab USP 6.25mg 500
41306HJ1,40618,Carvedilol Tab USP 6.25mg 500
41313HF1,40460,Triamterene & HCTZ Tab USP 37.5/25mg 100
41314HF1,40460,Triamterene & HCTZ Tab USP 37.5/25mg 100
41314HJ1,40834,Triamterene & HCTZ Tab USP 37.5/25mg 500
41315HJ1,40834,Triamterene & HCTZ Tab USP 37.5/25mg 500
41316HJ1,40834,Triamterene & HCTZ Tab USP 37.5/25mg 500
41317HJ1,40834,Triamterene & HCTZ Tab USP 37.5/25mg 500
41318HJ1,40834,Triamterene & HCTZ Tab USP 37.5/25mg 500
41323HJ1,40512,Cyclobenzaprine HCl Tab USP 10mg 500
41323HK1,40513,Cyclobenzaprine HCl Tab USP 10mg 1000
41324HK1,40513,Cyclobenzaprine HCl Tab USP 10mg 1000
41325HK1,40513,Cyclobenzaprine HCl Tab USP 10mg 1000
41326HF1,41072,Metoprolol Tar Tab USP 100mg 100 UnTS
41326HK1,41074,Metoprolol Tar Tab USP 100mg 1000UnTS
41327HK1,41074,Metoprolol Tar Tab USP 100mg 1000UnTS
41328HK1,41074,Metoprolol Tar Tab USP 100mg 1000UnTS
41329HK1,41074,Metoprolol Tar Tab USP 100mg 1000UnTS
41330HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
41331HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
41332HJ1,40595,Baclofen Tab USP 10mg 500
41333HJ1,40595,Baclofen Tab USP 10mg 500
41334HF1,40016,Baclofen Tab USP 10mg 100 TRU
41334HK1,40018,Baclofen Tab USP 10mg 1000 TRU
41335HK1,40018,Baclofen Tab USP 10mg 1000 TRU
41336HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
41337HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
41338HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
41339HC1,40514,Bisoprolol Fum tab USP 10mg 30
41339HK1,40515,Bisoprolol Fum tab USP 10mg 1000
41340HF1,41131,Baclofen Tab USP 15mg 100 Tru
41341HF1,41131,Baclofen Tab USP 15mg 100 Tru
41342HF1,40500,Pot. Chl ER Tab USP 15mEq 100 AB1
41343HF1,40601,Baclofen Tab USP 5mg 100
41344HF1,40601,Baclofen Tab USP 5mg 100
41345HF1,40013,Baclofen Tab USP 5mg 100 TRU
41346HF1,40013,Baclofen Tab USP 5mg 100 TRU
41347HF1,40013,Baclofen Tab USP 5mg 100 TRU
41348HF1,40446,Isosorbide Dinitrate Tab USP 40mg 100
41349HF1,40446,Isosorbide Dinitrate Tab USP 40mg 100
41350HJ1,40313,Buspirone HCl Tab USP 15mg 500
41351HF1,40312,Buspirone HCl Tab USP 15mg 100
41351HJ1,40313,Buspirone HCl Tab USP 15mg 500
41352SJ1,40218,Potassium Chl Ora sol 20mEq 100
41353SH1,40217,Potassium Chl Ora sol 20mEq 30
41354SI1,40816,Potassium Chl Ora sol 20mEq 50
41354SJ1,40218,Potassium Chl Ora sol 20mEq 100
41355HC1,40292,Amiodarone HCl Tab USP 100mg 30
41356HC1,40292,Amiodarone HCl Tab USP 100mg 30
41357HF1,40710,Clonazepam Tab USP 0.5mg 100
41357HK1,40711,Clonazepam Tab USP 0.5mg 1000
41358HJ1,40796,Clonazepam Tab USP 0.5mg 500
41359HJ1,40796,Clonazepam Tab USP 0.5mg 500
41373HF1,41072,Metoprolol Tar Tab USP 100mg 100 UnTS
41373HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
41374HK1,41074,Metoprolol Tar Tab USP 100mg 1000UnTS
41375HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
41376HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
41377HF1,41308,Metoprolol Tar Tab USP 100mg 100Unco ROW
41377HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
41378HF1,41308,Metoprolol Tar Tab USP 100mg 100Unco ROW
41378HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
41382HJ1,40906,Glipizide Tab USP 5 mg 500
41382HK1,40519,Glipizide Tab USP 5 mg 1000
41383HF1,40520,Cyclobenzaprine HCl Tab USP 5mg 100
41383HK2,40728,Cyclobenzaprine HCl Tab USP 5mg 1000
41384HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
41384HJ4,40511,Cyclobenzaprine HCl Tab USP 5mg 500
41385HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
41386HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
41387HK1,40728,Cyclobenzaprine HCl Tab USP 5mg 1000
41388HC1,40974,Diclofenac Pot Tab USP 25 mg 30 Tri
41388HC2,40332,Diclofenac Pot Tab USP 25mg 30
41388HD1,41026,Diclofenac Pot Tab USP 25 mg 60 Tri
41388HD2,40699,Diclofenac Pot Tab USP 25mg 60 INA
41388HD3,41026,Diclofenac Pot Tab USP 25 mg 60 Tri
41389HF1,40564,Cyclobenzaprine HCl Tab USP 7.5mg 100
41393,30088,Cor Nicotine Pol Loz 4mg Mint
41394HF1,40695,Midodrine HCl Tab USP 5 mg 100
41395HF1,40695,Midodrine HCl Tab USP 5 mg 100
41397HF1,40047,Metoprolol Tar Tab USP 75mg 100 TRU
41398,30086,Cor Nicotine Pol Loz 2mg Mint
41399HJ1,40797,Clonazepam Tab USP 1mg 500
41400HJ1,40797,Clonazepam Tab USP 1mg 500
41401HF1,40680,Acetazolamide Tab USP 125mg 100
41403HF1,40742,Tramadol HCl Tab USP 100mg 100
41404HF1,40742,Tramadol HCl Tab USP 100mg 100
41405HF1,40742,Tramadol HCl Tab USP 100mg 100
41406HF1,41064,Metoprolol Tar Tab USP 25mg 100 UnTS
41406HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
41407HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
41408HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
41409HF1,40509,Dicyclomine HCL Tab USP 20mg 100
41410HF1,40509,Dicyclomine HCL Tab USP 20mg 100
41410HK1,40510,Dicyclomine HCL Tab USP 20mg 1000
41411HF2,41168,Clonazepam Tab USP 0.5mg 100 NOR
41411HJ2,41169,Clonazepam Tab USP 0.5mg 500 NOR
41412HJ1,40796,Clonazepam Tab USP 0.5mg 500
41413HJ1,40796,Clonazepam Tab USP 0.5mg 500
41414HJ1,40796,Clonazepam Tab USP 0.5mg 500
41415HJ1,40796,Clonazepam Tab USP 0.5mg 500
41416HJ2,41169,Clonazepam Tab USP 0.5mg 500 NOR
41420HC1,40692,Desvenlafaxine ER Tab 50 mg 30
41420HE1,40969,Desvenlafaxine ER Tab 50 mg 90
41421HF1,40880,Guanfacine Tab USP 1mg 100
41422HF1,40880,Guanfacine Tab USP 1mg 100
41425HF1,40307,Buspirone HCl Tab USP 5mg 100
41426HF1,40307,Buspirone HCl Tab USP 5mg 100
41427HF1,40307,Buspirone HCl Tab USP 5mg 100
41427HJ1,40308,Buspirone HCl Tab USP 5mg 500
41434HK1,40726,Baclofen Tab USP 10mg 1000
41435HF1,40592,Baclofen Tab USP 10mg 100
41435HJ1,40595,Baclofen Tab USP 10mg 500
41435HK1,40018,Baclofen Tab USP 10mg 1000 TRU
41436HJ1,40595,Baclofen Tab USP 10mg 500
41437HK1,40018,Baclofen Tab USP 10mg 1000 TRU
41438HK1,40018,Baclofen Tab USP 10mg 1000 TRU
41439HK1,40018,Baclofen Tab USP 10mg 1000 TRU
41440HK1,40018,Baclofen Tab USP 10mg 1000 TRU
41441HF1,40592,Baclofen Tab USP 10mg 100
41444HJ1,40798,Clonazepam Tab USP 2mg 500
41445HJ1,40798,Clonazepam Tab USP 2mg 500
41447HF1,40742,Tramadol HCl Tab USP 100mg 100
41448HJ1,40797,Clonazepam Tab USP 1mg 500
41449HJ1,40797,Clonazepam Tab USP 1mg 500
41449HK1,40714,Clonazepam Tab USP 1mg 1000
41452HC1,40828,Buprenorphine SL Tab 2mg 30
41453HC1,40830,Buprenorphine SL Tab 8mg 30
41454HD1,40294,Amiodarone HCl Tab USP 200mg 60
41455HD1,40294,Amiodarone HCl Tab USP 200mg 60
41455HJ1,40295,Amiodarone HCl Tab USP 200mg 500
41456HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
41456HK1,40728,Cyclobenzaprine HCl Tab USP 5mg 1000
41457HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
41458HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
41459HJ1,40511,Cyclobenzaprine HCl Tab USP 5mg 500
41461HF1,40678,Labetalol HCl Tab USP 300mg 100
41461HJ1,40679,Labetalol HCl Tab USP 300mg 500
41462HJ1,40679,Labetalol HCl Tab USP 300mg 500
41463HF1,40678,Labetalol HCl Tab USP 300mg 100
41464HJ1,40675,Labetalol HCl Tab USP 100mg 500
41467HF1,40742,Tramadol HCl Tab USP 100mg 100
41468HJ1,40701,Tramadol HCl Tab USP 50mg 500
41469HJ1,40701,Tramadol HCl Tab USP 50mg 500
41470HJ1,40701,Tramadol HCl Tab USP 50mg 500
41471HJ1,40701,Tramadol HCl Tab USP 50mg 500
41472HF1,40700,Tramadol HCl Tab USP 50mg 100
41476HF1,40865,Loperamide HCL Cap USP 2mg 100
