material,prod_desc,prod_family,inventory_month,forecast_month,monthend_invent,forecasted_demand,inventory_status
40520,Cyclobenzaprine HCl Tab USP 5mg 100,Cyclobenzaprine HCl,2025-02,2025-03,20616.0,9632.304,Sufficient
40520,Cyclobenzaprine HCl Tab USP 5mg 100,Cyclobenzaprine HCl,2025-03,2025-04,20616.0,9632.304,Sufficient
40520,Cyclobenzaprine HCl Tab USP 5mg 100,Cyclobenzaprine HCl,2025-01,2025-02,20616.0,9632.304,Sufficient
40460,Triamterene & HCTZ Tab USP 37.5/25mg 100,Triamterene HCTZ,2025-03,2025-04,37416.0,9596.824,Sufficient
40440,Isosorbide Dinitrate Tab USP 5mg 100,Isosorbide DN,2025-05,2025-06,12048.0,9403.5,Sufficient
40440,Isosorbide Dinitrate Tab USP 5mg 100,Isosorbide DN,2025-04,2025-05,12048.0,9403.49999999999,Sufficient
40040,Rabeprazole Sod DR Tab 20mg 90,Rabeprazole Sodium,2025-04,2025-05,10488.0,9205.04527938343,Sufficient
40040,Rabeprazole Sod DR Tab 20mg 90,Rabeprazole Sodium,2025-03,2025-04,10488.0,9205.04527938343,Sufficient
40040,Rabeprazole Sod DR Tab 20mg 90,Rabeprazole Sodium,2025-05,2025-06,10488.0,9205.04527938343,Sufficient
41025,Mycophenolic Sod DR Tab 360 mg 120,Mycophenolae Sodium DR Tab,2025-04,2025-05,16680.0,8986.52574653186,Sufficient
41025,Mycophenolic Sod DR Tab 360 mg 120,Mycophenolae Sodium DR Tab,2025-05,2025-06,16680.0,8986.52574653186,Sufficient
41025,Mycophenolic Sod DR Tab 360 mg 120,Mycophenolae Sodium DR Tab,2025-03,2025-04,16680.0,8986.52574653186,Sufficient
40460,Triamterene & HCTZ Tab USP 37.5/25mg 100,Triamterene HCTZ,2025-02,2025-03,37416.0,8980.97955555555,Sufficient
40460,Triamterene & HCTZ Tab USP 37.5/25mg 100,Triamterene HCTZ,2025-01,2025-02,37416.0,8980.97955555555,Sufficient
40620,Carvedilol Tab USP 12.5mg 500,Carvedilol,2024-11,2024-12,23760.0,8880.0,Sufficient
41025,Mycophenolic Sod DR Tab 360 mg 120,Mycophenolae Sodium DR Tab,2025-02,2025-03,16680.0,8873.02574653186,Sufficient
41025,Mycophenolic Sod DR Tab 360 mg 120,Mycophenolae Sodium DR Tab,2025-01,2025-02,16680.0,8873.02574653186,Sufficient
40798,Clonazepam Tab USP 2mg 500,Clonazepam Tab,2025-02,2025-03,18720.0,8872.93267142414,Sufficient
40798,Clonazepam Tab USP 2mg 500,Clonazepam Tab,2025-01,2025-02,18720.0,8872.93267142414,Sufficient
41025,Mycophenolic Sod DR Tab 360 mg 120,Mycophenolae Sodium DR Tab,2024-12,2025-01,16680.0,8853.02574653186,Sufficient
40782,Bisoprolol Fum Tab USP 5 mg 100,Bisoprolol Fumarate,2024-12,2025-01,32472.0,8790.0,Sufficient
40798,Clonazepam Tab USP 2mg 500,Clonazepam Tab,2024-12,2025-01,18720.0,8678.93267142414,Sufficient
40040,Rabeprazole Sod DR Tab 20mg 90,Rabeprazole Sodium,2025-02,2025-03,10488.0,8622.54527938343,Sufficient
40040,Rabeprazole Sod DR Tab 20mg 90,Rabeprazole Sodium,2025-01,2025-02,10488.0,8622.54527938343,Sufficient
40040,Rabeprazole Sod DR Tab 20mg 90,Rabeprazole Sodium,2024-12,2025-01,10488.0,8592.54527938343,Sufficient
40215,Isosorbide Dinitrate Tab USP 30mg 100,Isosorbide DN,2024-12,2025-01,8544.0,8442.51954179426,Sufficient
40711,Clonazepam Tab USP 0.5mg 1000,Clonazepam Tab,2025-05,2025-06,11076.0,8384.0,Sufficient
40711,Clonazepam Tab USP 0.5mg 1000,Clonazepam Tab,2025-04,2025-05,11076.0,8384.0,Sufficient
40475,Carbi + Levo ER Tab USP 50/200mg 100,Carbidopa and Levdopa ER Tab,2025-03,2025-04,13704.0,8196.5,Sufficient
40798,Clonazepam Tab USP 2mg 500,Clonazepam Tab,2025-03,2025-04,18720.0,8137.43267142414,Sufficient
40796,Clonazepam Tab USP 0.5mg 500,Clonazepam Tab,2024-11,2024-12,23136.0,8059.66666666666,Sufficient
40834,Triamterene & HCTZ Tab USP 37.5/25mg 500,Triamterene HCTZ,2025-05,2025-06,21312.0,8043.35466666666,Sufficient
40834,Triamterene & HCTZ Tab USP 37.5/25mg 500,Triamterene HCTZ,2025-04,2025-05,21312.0,8043.35466666666,Sufficient
40512,Cyclobenzaprine HCl Tab USP 10mg 500,Cyclobenzaprine HCl,2024-11,2024-12,17436.0,7984.0,Sufficient
40491,Carbi + Levo tab USP 25/100mg 100,Carbidopa and Levdopa Tab,2024-11,2024-12,36240.0,7919.33333333333,Sufficient
40669,Desvenlafaxin ER Tab 100 mg 30,Desvenlaflaxine,2024-12,2025-01,94200.0,7884.02352941176,Sufficient
40711,Clonazepam Tab USP 0.5mg 1000,Clonazepam Tab,2024-12,2025-01,11076.0,7827.0,Sufficient
40714,Clonazepam Tab USP 1mg 1000,Clonazepam Tab,2024-11,2024-12,11712.0,7809.33333333333,Sufficient
40711,Clonazepam Tab USP 0.5mg 1000,Clonazepam Tab,2025-03,2025-04,11076.0,7802.0,Sufficient
40711,Clonazepam Tab USP 0.5mg 1000,Clonazepam Tab,2025-02,2025-03,11076.0,7802.0,Sufficient
40711,Clonazepam Tab USP 0.5mg 1000,Clonazepam Tab,2025-01,2025-02,11076.0,7802.0,Sufficient
40798,Clonazepam Tab USP 2mg 500,Clonazepam Tab,2025-04,2025-05,18720.0,7697.43267142414,Sufficient
40798,Clonazepam Tab USP 2mg 500,Clonazepam Tab,2025-05,2025-06,18720.0,7697.43267142414,Sufficient
40701,Tramadol HCl Tab USP 50mg 500,Tramadol,2024-12,2025-01,54585.0,7598.0,Sufficient
40834,Triamterene & HCTZ Tab USP 37.5/25mg 500,Triamterene HCTZ,2024-12,2025-01,21312.0,7536.86577777777,Sufficient
40623,Primidone Tab USP 50mg 100,Primidone,2024-11,2024-12,43992.0,7517.912,Sufficient
40440,Isosorbide Dinitrate Tab USP 5mg 100,Isosorbide DN,2025-03,2025-04,12048.0,7346.49999999999,Sufficient
40834,Triamterene & HCTZ Tab USP 37.5/25mg 500,Triamterene HCTZ,2025-02,2025-03,21312.0,7303.36577777777,Sufficient
40834,Triamterene & HCTZ Tab USP 37.5/25mg 500,Triamterene HCTZ,2025-01,2025-02,21312.0,7303.36577777777,Sufficient
40834,Triamterene & HCTZ Tab USP 37.5/25mg 500,Triamterene HCTZ,2025-03,2025-04,21312.0,7300.188,Sufficient
40910,Aripiprazole OS 1mg/ml 150 PET US,Aripiprazole Oral Solution,2024-12,2025-01,21699.0,7142.87747458534,Sufficient
40564,Cyclobenzaprine HCl Tab USP 7.5mg 100,Cyclobenzaprine HCl,2024-11,2024-12,7560.0,7106.0,Sufficient
40440,Isosorbide Dinitrate Tab USP 5mg 100,Isosorbide DN,2024-12,2025-01,12048.0,7089.0904298459,Sufficient
40442,Isosorbide Dinitrate Tab USP 10mg 100,Isosorbide DN,2024-11,2024-12,7776.0,7077.55555555555,Sufficient
40440,Isosorbide Dinitrate Tab USP 5mg 100,Isosorbide DN,2025-01,2025-02,12048.0,6973.05555555555,Sufficient
40440,Isosorbide Dinitrate Tab USP 5mg 100,Isosorbide DN,2025-02,2025-03,12048.0,6973.05555555555,Sufficient
40335,Diclofenac Pot Tab USP 50mg 100,Diclofenac Potassium,2024-11,2024-12,64035.0,6967.73333333333,Sufficient
40701,Tramadol HCl Tab USP 50mg 500,Tramadol,2025-01,2025-02,54585.0,6878.0,Sufficient
40701,Tramadol HCl Tab USP 50mg 500,Tramadol,2025-02,2025-03,54585.0,6878.0,Sufficient
41068,Metoprolol Tar Tab USP 50mg 100 UnTS,Metoprolol Tartrate (Uncoated),2025-04,2025-05,28416.0,6587.33333333333,Sufficient
41068,Metoprolol Tar Tab USP 50mg 100 UnTS,Metoprolol Tartrate (Uncoated),2025-05,2025-06,28416.0,6587.33333333333,Sufficient
40798,Clonazepam Tab USP 2mg 500,Clonazepam Tab,2024-11,2024-12,18720.0,6562.0,Sufficient
41069,Metoprolol Tar Tab USP 50mg 1000 UnTS,Metoprolol Tartrate (Uncoated),2024-11,2024-12,44148.0,6537.39918611972,Sufficient
40910,Aripiprazole OS 1mg/ml 150 PET US,Aripiprazole Oral Solution,2024-11,2024-12,21699.0,6517.21361592806,Sufficient
40444,Isosorbide Dinitrate Tab USP 20mg 100,Isosorbide DN,2024-11,2024-12,15534.0,6478.28888888888,Sufficient
40741,Sildenafil Tab USP 20mg 1000,Sildenafil Citrate,2024-11,2024-12,14232.0,6457.46666666666,Sufficient
40676,Labetalol HCl Tab USP 200mg 100,Labetalol,2025-05,2025-06,19850.0,6380.16666666666,Sufficient
40676,Labetalol HCl Tab USP 200mg 100,Labetalol,2025-04,2025-05,19850.0,6380.16666666666,Sufficient
40676,Labetalol HCl Tab USP 200mg 100,Labetalol,2025-03,2025-04,19850.0,6368.16666666666,Sufficient
40565,Baclofen Tab USP 20mg 100,Baclofen,2024-11,2024-12,31392.0,6364.66666666666,Sufficient
40667,Carvedilol Tab USP 25mg 1000,Carvedilol,2025-03,2025-04,7764.0,6316.0,Sufficient
40906,Glipizide Tab USP 5 mg 500,Glipizide,2024-11,2024-12,21168.0,6229.04757021591,Sufficient
40714,Clonazepam Tab USP 1mg 1000,Clonazepam Tab,2025-05,2025-06,11712.0,6096.5,Sufficient
40714,Clonazepam Tab USP 1mg 1000,Clonazepam Tab,2025-04,2025-05,11712.0,6096.5,Sufficient
40475,Carbi + Levo ER Tab USP 50/200mg 100,Carbidopa and Levdopa ER Tab,2025-02,2025-03,13704.0,6076.5,Sufficient
40475,Carbi + Levo ER Tab USP 50/200mg 100,Carbidopa and Levdopa ER Tab,2025-01,2025-02,13704.0,6076.5,Sufficient
40627,Primidone Tab USP 250mg100,Primidone,2024-11,2024-12,13656.0,5971.83333333333,Sufficient
40962,OXCARBAZEPINE OSP USP 300MG/5ML 250GL US,Oxcarbazepine Suspension,2024-11,2024-12,23112.0,5954.46666666666,Sufficient
40676,Labetalol HCl Tab USP 200mg 100,Labetalol,2025-02,2025-03,19850.0,5936.16666666666,Sufficient
40654,Metoprolol Tar Tab USP 50mg 100,Metoprolol Tartrate,2025-02,2025-03,23160.0,5765.0,Sufficient
40654,Metoprolol Tar Tab USP 50mg 100,Metoprolol Tartrate,2025-01,2025-02,23160.0,5764.99999999999,Sufficient
40962,OXCARBAZEPINE OSP USP 300MG/5ML 250GL US,Oxcarbazepine Suspension,2025-04,2025-05,23112.0,5734.0,Sufficient
40962,OXCARBAZEPINE OSP USP 300MG/5ML 250GL US,Oxcarbazepine Suspension,2025-05,2025-06,23112.0,5734.0,Sufficient
40962,OXCARBAZEPINE OSP USP 300MG/5ML 250GL US,Oxcarbazepine Suspension,2025-03,2025-04,23112.0,5734.0,Sufficient
40905,Glipizide Tab USP 5 mg 100,Glipizide,2024-11,2024-12,81720.0,5701.93333333333,Sufficient
40962,OXCARBAZEPINE OSP USP 300MG/5ML 250GL US,Oxcarbazepine Suspension,2025-01,2025-02,23112.0,5666.0,Sufficient
40962,OXCARBAZEPINE OSP USP 300MG/5ML 250GL US,Oxcarbazepine Suspension,2025-02,2025-03,23112.0,5666.0,Sufficient
40962,OXCARBAZEPINE OSP USP 300MG/5ML 250GL US,Oxcarbazepine Suspension,2024-12,2025-01,23112.0,5666.0,Sufficient
40882,Guanfacine Tab USP 2mg 100,Guanfacine IR,2024-11,2024-12,32928.0,5506.81904761904,Sufficient
40521,Cyclobenzaprine HCl Tab USP 10mg 100,Cyclobenzaprine HCl,2025-04,2025-05,10176.0,5486.0,Sufficient
40521,Cyclobenzaprine HCl Tab USP 10mg 100,Cyclobenzaprine HCl,2025-05,2025-06,10176.0,5486.0,Sufficient
40521,Cyclobenzaprine HCl Tab USP 10mg 100,Cyclobenzaprine HCl,2025-01,2025-02,10176.0,5480.0,Sufficient
40521,Cyclobenzaprine HCl Tab USP 10mg 100,Cyclobenzaprine HCl,2025-03,2025-04,10176.0,5480.0,Sufficient
40521,Cyclobenzaprine HCl Tab USP 10mg 100,Cyclobenzaprine HCl,2025-02,2025-03,10176.0,5480.0,Sufficient
40521,Cyclobenzaprine HCl Tab USP 10mg 100,Cyclobenzaprine HCl,2024-12,2025-01,10176.0,5480.0,Sufficient
40564,Cyclobenzaprine HCl Tab USP 7.5mg 100,Cyclobenzaprine HCl,2024-12,2025-01,7560.0,5469.548,Sufficient
40564,Cyclobenzaprine HCl Tab USP 7.5mg 100,Cyclobenzaprine HCl,2025-01,2025-02,7560.0,5468.048,Sufficient
40564,Cyclobenzaprine HCl Tab USP 7.5mg 100,Cyclobenzaprine HCl,2025-02,2025-03,7560.0,5468.048,Sufficient
40676,Labetalol HCl Tab USP 200mg 100,Labetalol,2025-01,2025-02,19850.0,5450.16666666666,Sufficient
40676,Labetalol HCl Tab USP 200mg 100,Labetalol,2024-12,2025-01,19850.0,5450.16666666666,Sufficient
40677,Labetalol HCl Tab USP 200mg 500,Labetalol,2024-12,2025-01,6204.0,5330.5,Sufficient
41068,Metoprolol Tar Tab USP 50mg 100 UnTS,Metoprolol Tartrate (Uncoated),2025-03,2025-04,28416.0,5320.0,Sufficient
40595,Baclofen Tab USP 10mg 500,Baclofen,2024-11,2024-12,19356.0,5291.5,Sufficient
40714,Clonazepam Tab USP 1mg 1000,Clonazepam Tab,2024-12,2025-01,11712.0,5290.0,Sufficient
40714,Clonazepam Tab USP 1mg 1000,Clonazepam Tab,2025-02,2025-03,11712.0,5274.0,Sufficient
40714,Clonazepam Tab USP 1mg 1000,Clonazepam Tab,2025-01,2025-02,11712.0,5274.0,Sufficient
40882,Guanfacine Tab USP 2mg 100,Guanfacine IR,2025-01,2025-02,32928.0,5273.5,Sufficient
40882,Guanfacine Tab USP 2mg 100,Guanfacine IR,2025-02,2025-03,32928.0,5273.5,Sufficient
40907,Glipizide Tab USP 10mg 100,Glipizide,2024-11,2024-12,37008.0,5272.54933333333,Sufficient
40714,Clonazepam Tab USP 1mg 1000,Clonazepam Tab,2025-03,2025-04,11712.0,5270.5,Sufficient
40208,Potassium Chl ER Tab USP 10mEq 100 AB3,Potassium Chloride ER,2025-02,2025-03,31092.0,5248.52475524475,Sufficient
40208,Potassium Chl ER Tab USP 10mEq 100 AB3,Potassium Chloride ER,2024-12,2025-01,31092.0,5248.52475524475,Sufficient
40208,Potassium Chl ER Tab USP 10mEq 100 AB3,Potassium Chloride ER,2025-01,2025-02,31092.0,5248.52475524475,Sufficient
40208,Potassium Chl ER Tab USP 10mEq 100 AB3,Potassium Chloride ER,2025-04,2025-05,31092.0,5246.52475524475,Sufficient
40208,Potassium Chl ER Tab USP 10mEq 100 AB3,Potassium Chloride ER,2025-05,2025-06,31092.0,5246.52475524475,Sufficient
40208,Potassium Chl ER Tab USP 10mEq 100 AB3,Potassium Chloride ER,2025-03,2025-04,31092.0,5246.52475524475,Sufficient
40672,Nitroglycerine Sub Tab USP 0.4mg 100,Nitroglycerine,2025-05,2025-06,23496.0,5084.16666666666,Sufficient
40672,Nitroglycerine Sub Tab USP 0.4mg 100,Nitroglycerine,2025-03,2025-04,23496.0,5084.16666666666,Sufficient
40672,Nitroglycerine Sub Tab USP 0.4mg 100,Nitroglycerine,2025-04,2025-05,23496.0,5084.16666666666,Sufficient
40672,Nitroglycerine Sub Tab USP 0.4mg 100,Nitroglycerine,2024-12,2025-01,23496.0,5068.16666666666,Sufficient
40672,Nitroglycerine Sub Tab USP 0.4mg 100,Nitroglycerine,2025-02,2025-03,23496.0,5068.16666666666,Sufficient
40672,Nitroglycerine Sub Tab USP 0.4mg 100,Nitroglycerine,2025-01,2025-02,23496.0,5068.16666666666,Sufficient
40564,Cyclobenzaprine HCl Tab USP 7.5mg 100,Cyclobenzaprine HCl,2025-05,2025-06,7560.0,4976.548,Sufficient
40564,Cyclobenzaprine HCl Tab USP 7.5mg 100,Cyclobenzaprine HCl,2025-04,2025-05,7560.0,4976.548,Sufficient
40564,Cyclobenzaprine HCl Tab USP 7.5mg 100,Cyclobenzaprine HCl,2025-03,2025-04,7560.0,4976.548,Sufficient
40695,Midodrine HCl Tab USP 5 mg 100,Midodrine,2024-11,2024-12,25896.0,4911.91832927818,Sufficient
40608,Amitriptyline HCl Tab USP 75mg 100,Amitriptyline,2025-03,2025-04,11616.0,4871.5,Sufficient
40608,Amitriptyline HCl Tab USP 75mg 100,Amitriptyline,2024-12,2025-01,11616.0,4836.0,Sufficient
40608,Amitriptyline HCl Tab USP 75mg 100,Amitriptyline,2025-01,2025-02,11616.0,4836.0,Sufficient
40608,Amitriptyline HCl Tab USP 75mg 100,Amitriptyline,2025-02,2025-03,11616.0,4836.0,Sufficient
40660,Metoprolol Tar Tab USP 37.5mg 100,Metoprolol Tartrate,2024-11,2024-12,13989.0,4689.97284174142,Sufficient
41072,Metoprolol Tar Tab USP 100mg 100 UnTS,Metoprolol Tartrate (Uncoated),2025-05,2025-06,26904.0,4543.83333333333,Sufficient
41072,Metoprolol Tar Tab USP 100mg 100 UnTS,Metoprolol Tartrate (Uncoated),2025-04,2025-05,26904.0,4543.83333333333,Sufficient
40834,Triamterene & HCTZ Tab USP 37.5/25mg 500,Triamterene HCTZ,2024-11,2024-12,21312.0,4535.41612515042,Sufficient
40680,Acetazolamide Tab USP 125mg 100,Acetazolamide,2025-01,2025-02,6120.0,4502.46911251532,Sufficient
40680,Acetazolamide Tab USP 125mg 100,Acetazolamide,2024-12,2025-01,6120.0,4502.46911251532,Sufficient
40680,Acetazolamide Tab USP 125mg 100,Acetazolamide,2025-02,2025-03,6120.0,4502.46911251532,Sufficient
40938,"Mycophenolate Mof Cap USP 250mg, 500",Mycophenolate Mofetil Cap,2025-02,2025-03,16908.0,4496.33333333333,Sufficient
40938,"Mycophenolate Mof Cap USP 250mg, 500",Mycophenolate Mofetil Cap,2025-01,2025-02,16908.0,4496.33333333333,Sufficient
40293,Amiodarone HCl Tab USP 400mg 30,Amiodarone HCl,2024-11,2024-12,10464.0,4469.85714285714,Sufficient
40680,Acetazolamide Tab USP 125mg 100,Acetazolamide,2025-05,2025-06,6120.0,4452.46911251532,Sufficient
40680,Acetazolamide Tab USP 125mg 100,Acetazolamide,2025-04,2025-05,6120.0,4452.46911251532,Sufficient
40680,Acetazolamide Tab USP 125mg 100,Acetazolamide,2025-03,2025-04,6120.0,4452.46911251532,Sufficient
40938,"Mycophenolate Mof Cap USP 250mg, 500",Mycophenolate Mofetil Cap,2024-12,2025-01,16908.0,4371.33333333333,Sufficient
40938,"Mycophenolate Mof Cap USP 250mg, 500",Mycophenolate Mofetil Cap,2025-03,2025-04,16908.0,4355.33333333333,Sufficient
40938,"Mycophenolate Mof Cap USP 250mg, 500",Mycophenolate Mofetil Cap,2025-04,2025-05,16908.0,4355.33333333333,Sufficient
40938,"Mycophenolate Mof Cap USP 250mg, 500",Mycophenolate Mofetil Cap,2025-05,2025-06,16908.0,4355.33333333333,Sufficient
40492,Carbi + Levo tab USP 25/100mg 1000,Carbidopa and Levdopa Tab,2025-05,2025-06,5592.0,4284.0,Sufficient
40785,Bisoprolol Fum Tab USP 10 mg 100,Bisoprolol Fumarate,2024-12,2025-01,8952.0,4264.0,Sufficient
40492,Carbi + Levo tab USP 25/100mg 1000,Carbidopa and Levdopa Tab,2025-03,2025-04,5592.0,4240.0,Sufficient
40492,Carbi + Levo tab USP 25/100mg 1000,Carbidopa and Levdopa Tab,2025-02,2025-03,5592.0,4240.0,Sufficient
40492,Carbi + Levo tab USP 25/100mg 1000,Carbidopa and Levdopa Tab,2024-12,2025-01,5592.0,4240.0,Sufficient
40492,Carbi + Levo tab USP 25/100mg 1000,Carbidopa and Levdopa Tab,2025-01,2025-02,5592.0,4240.0,Sufficient
40492,Carbi + Levo tab USP 25/100mg 1000,Carbidopa and Levdopa Tab,2025-04,2025-05,5592.0,4240.0,Sufficient
40146,Oxybutynin Cl ER Tab USP 10mg 100,Oxybutynin Chloride ER,2024-11,2024-12,5904.0,4145.93333333333,Sufficient
40308,Buspirone HCl Tab USP 5mg 500,Buspirone HCl,2025-02,2025-03,19608.0,4121.16666666666,Sufficient
40308,Buspirone HCl Tab USP 5mg 500,Buspirone HCl,2025-01,2025-02,19608.0,4121.16666666666,Sufficient
40308,Buspirone HCl Tab USP 5mg 500,Buspirone HCl,2025-04,2025-05,19608.0,4118.16666666666,Sufficient
40308,Buspirone HCl Tab USP 5mg 500,Buspirone HCl,2025-03,2025-04,19608.0,4118.16666666666,Sufficient
40308,Buspirone HCl Tab USP 5mg 500,Buspirone HCl,2025-05,2025-06,19608.0,4118.16666666666,Sufficient
40308,Buspirone HCl Tab USP 5mg 500,Buspirone HCl,2024-12,2025-01,19608.0,4113.66666666666,Sufficient
40882,Guanfacine Tab USP 2mg 100,Guanfacine IR,2024-12,2025-01,32928.0,4004.0,Sufficient
40905,Glipizide Tab USP 5 mg 100,Glipizide,2025-04,2025-05,81720.0,3982.66666666666,Sufficient
40905,Glipizide Tab USP 5 mg 100,Glipizide,2025-05,2025-06,81720.0,3982.66666666666,Sufficient
40654,Metoprolol Tar Tab USP 50mg 100,Metoprolol Tartrate,2024-11,2024-12,23160.0,3943.2,Sufficient
40678,Labetalol HCl Tab USP 300mg 100,Labetalol,2025-04,2025-05,4753.0,3934.5,Sufficient
40678,Labetalol HCl Tab USP 300mg 100,Labetalol,2025-03,2025-04,4753.0,3934.5,Sufficient
40678,Labetalol HCl Tab USP 300mg 100,Labetalol,2025-05,2025-06,4753.0,3934.5,Sufficient
40907,Glipizide Tab USP 10mg 100,Glipizide,2025-04,2025-05,37008.0,3893.83333333333,Sufficient
40907,Glipizide Tab USP 10mg 100,Glipizide,2025-05,2025-06,37008.0,3893.83333333333,Sufficient
40332,Diclofenac Pot Tab USP 25mg 30,Diclofenac Potassium,2024-11,2024-12,16608.0,3846.32322871142,Sufficient
40677,Labetalol HCl Tab USP 200mg 500,Labetalol,2025-05,2025-06,6204.0,3844.5,Sufficient
40677,Labetalol HCl Tab USP 200mg 500,Labetalol,2025-04,2025-05,6204.0,3844.5,Sufficient
40660,Metoprolol Tar Tab USP 37.5mg 100,Metoprolol Tartrate,2024-12,2025-01,13989.0,3831.57777777777,Sufficient
40652,Metoprolol Tar tab USP 25mg 100,Metoprolol Tartrate,2025-01,2025-02,27627.0,3809.2,Sufficient
40652,Metoprolol Tar tab USP 25mg 100,Metoprolol Tartrate,2025-02,2025-03,27627.0,3809.2,Sufficient
40652,Metoprolol Tar tab USP 25mg 100,Metoprolol Tartrate,2024-12,2025-01,27627.0,3809.2,Sufficient
40730,Amantadine HCl Cap USP 100mg 500,Amantadine HCL,2024-11,2024-12,4848.0,3789.01180154142,Sufficient
40509,Dicyclomine HCL Tab USP 20mg 100,Dicyclomine HCl Tab,2024-11,2024-12,124488.0,3784.13995163548,Sufficient
40907,Glipizide Tab USP 10mg 100,Glipizide,2025-01,2025-02,37008.0,3777.31111111111,Sufficient
40907,Glipizide Tab USP 10mg 100,Glipizide,2024-12,2025-01,37008.0,3777.31111111111,Sufficient
40907,Glipizide Tab USP 10mg 100,Glipizide,2025-02,2025-03,37008.0,3777.31111111111,Sufficient
40678,Labetalol HCl Tab USP 300mg 100,Labetalol,2025-02,2025-03,4753.0,3776.5,Sufficient
40313,Buspirone HCl Tab USP 15mg 500,Buspirone HCl,2025-04,2025-05,4860.0,3772.66666666666,Sufficient
40313,Buspirone HCl Tab USP 15mg 500,Buspirone HCl,2024-12,2025-01,4860.0,3772.66666666666,Sufficient
40313,Buspirone HCl Tab USP 15mg 500,Buspirone HCl,2025-02,2025-03,4860.0,3772.66666666666,Sufficient
40313,Buspirone HCl Tab USP 15mg 500,Buspirone HCl,2025-05,2025-06,4860.0,3772.66666666666,Sufficient
40313,Buspirone HCl Tab USP 15mg 500,Buspirone HCl,2025-03,2025-04,4860.0,3772.66666666666,Sufficient
40313,Buspirone HCl Tab USP 15mg 500,Buspirone HCl,2025-01,2025-02,4860.0,3772.66666666666,Sufficient
40701,Tramadol HCl Tab USP 50mg 500,Tramadol,2024-11,2024-12,54585.0,3704.46321070234,Sufficient
40728,Cyclobenzaprine HCl Tab USP 5mg 1000,Cyclobenzaprine HCl,2025-04,2025-05,4800.0,3575.224,Sufficient
40728,Cyclobenzaprine HCl Tab USP 5mg 1000,Cyclobenzaprine HCl,2025-05,2025-06,4800.0,3575.224,Sufficient
40728,Cyclobenzaprine HCl Tab USP 5mg 1000,Cyclobenzaprine HCl,2025-03,2025-04,4800.0,3575.224,Sufficient
40728,Cyclobenzaprine HCl Tab USP 5mg 1000,Cyclobenzaprine HCl,2025-02,2025-03,4800.0,3568.224,Sufficient
40728,Cyclobenzaprine HCl Tab USP 5mg 1000,Cyclobenzaprine HCl,2025-01,2025-02,4800.0,3568.224,Sufficient
40728,Cyclobenzaprine HCl Tab USP 5mg 1000,Cyclobenzaprine HCl,2024-12,2025-01,4800.0,3554.224,Sufficient
40157,Diclofenac Sod DR Tab USP 75mg 1000,Diclofenac Sodium Tab,2024-12,2025-01,3516.0,3490.5,Sufficient
40157,Diclofenac Sod DR Tab USP 75mg 1000,Diclofenac Sodium Tab,2024-11,2024-12,3516.0,3470.89393659172,Sufficient
40677,Labetalol HCl Tab USP 200mg 500,Labetalol,2025-03,2025-04,6204.0,3449.5,Sufficient
40660,Metoprolol Tar Tab USP 37.5mg 100,Metoprolol Tartrate,2025-02,2025-03,13989.0,3431.07777777777,Sufficient
40660,Metoprolol Tar Tab USP 37.5mg 100,Metoprolol Tartrate,2025-01,2025-02,13989.0,3431.07777777777,Sufficient
41062,Metoprolol Tar Tab USP 25mg 500 UnTS,Metoprolol Tartrate (Uncoated),2024-11,2024-12,78408.0,3414.8,Sufficient
45018,Haloperidol OS USP 2MG/ML (15 ML HDPE),Haloperidol Oral Solution,2025-04,2025-05,8400.0,3392.5,Sufficient
45018,Haloperidol OS USP 2MG/ML (15 ML HDPE),Haloperidol Oral Solution,2025-05,2025-06,8400.0,3392.5,Sufficient
41072,Metoprolol Tar Tab USP 100mg 100 UnTS,Metoprolol Tartrate (Uncoated),2025-03,2025-04,26904.0,3392.0,Sufficient
40660,Metoprolol Tar Tab USP 37.5mg 100,Metoprolol Tartrate,2025-05,2025-06,13989.0,3384.11111111111,Sufficient
40660,Metoprolol Tar Tab USP 37.5mg 100,Metoprolol Tartrate,2025-04,2025-05,13989.0,3384.11111111111,Sufficient
40677,Labetalol HCl Tab USP 200mg 500,Labetalol,2025-02,2025-03,6204.0,3365.5,Sufficient
40677,Labetalol HCl Tab USP 200mg 500,Labetalol,2025-01,2025-02,6204.0,3365.5,Sufficient
40970,Desvenlafaxin ER Tab 100 mg 90,Desvenlaflaxine,2024-12,2025-01,14400.0,3352.22698412698,Sufficient
40785,Bisoprolol Fum Tab USP 10 mg 100,Bisoprolol Fumarate,2025-01,2025-02,8952.0,3320.0,Sufficient
40785,Bisoprolol Fum Tab USP 10 mg 100,Bisoprolol Fumarate,2025-02,2025-03,8952.0,3320.0,Sufficient
40157,Diclofenac Sod DR Tab USP 75mg 1000,Diclofenac Sodium Tab,2025-01,2025-02,3516.0,3314.5,Sufficient
40157,Diclofenac Sod DR Tab USP 75mg 1000,Diclofenac Sodium Tab,2025-02,2025-03,3516.0,3314.5,Sufficient
40157,Diclofenac Sod DR Tab USP 75mg 1000,Diclofenac Sodium Tab,2025-03,2025-04,3516.0,3314.5,Sufficient
40157,Diclofenac Sod DR Tab USP 75mg 1000,Diclofenac Sodium Tab,2025-04,2025-05,3516.0,3314.5,Sufficient
40157,Diclofenac Sod DR Tab USP 75mg 1000,Diclofenac Sodium Tab,2025-05,2025-06,3516.0,3314.5,Sufficient
