batch,fg_code,prod_desc
50393HK1,40018,Baclofen Tab USP 10mg 1000 TRU
50396HK1,41188,Metoprolol Tar Tab USP 25mg 1000UNTS Tru
50397HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
50398HK1,40525,Glipizide Tab USP 10mg 1000
50400HJ1,40796,Clonazepam Tab USP 0.5mg 500
50401HJ1,40796,Clonazepam Tab USP 0.5mg 500
50402HJ1,40796,Clonazepam Tab USP 0.5mg 500
50403HJ1,40796,Clonazepam Tab USP 0.5mg 500
50404HJ1,40796,Clonazepam Tab USP 0.5mg 500
50407HF1,40601,Baclofen Tab USP 5mg 100
50408HF1,40601,Baclofen Tab USP 5mg 100
50409HF1,40601,Baclofen Tab USP 5mg 100
50412HF1,40212,Bumetanide Tab USP 0.5mg 100
50413HF1,40864,Cevimeline HCl Cap 30mg 100
50414HF1,40864,Cevimeline HCl Cap 30mg 100
50415HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
50416HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
50417HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
50428HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
50429HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
50430HK1,41194,Metoprolol Tar Tab USP100mg 1000UNTS Tru
50431HK1,41069,Metoprolol Tar Tab USP 50mg 1000 UnTS
50432HK1,41069,Metoprolol Tar Tab USP 50mg 1000 UnTS
50433HK1,41069,Metoprolol Tar Tab USP 50mg 1000 UnTS
50438HF1,40621,Carvedilol Tab USP 25mg 100
50438HJ1,40622,Carvedilol Tab USP 25mg 500
50440HK1,40729,Baclofen Tab USP 20mg 1000
50442HF1,40019,Baclofen Tab USP 20mg 100 TRU
50443GB1,40671,Nitroglycerin Sub Tab USP 0.3mg 1x100
50444HK1,41191,Metoprolol Tar Tab USP 50mg 1000UNTS Tru
50445HK1,41191,Metoprolol Tar Tab USP 50mg 1000UNTS Tru
50446HK1,41191,Metoprolol Tar Tab USP 50mg 1000UNTS Tru
50447HK1,41191,Metoprolol Tar Tab USP 50mg 1000UNTS Tru
50448HF1,40695,Midodrine HCl Tab USP 5 mg 100
50448HF2,40695,Midodrine HCl Tab USP 5 mg 100
50449HF1,40213,Bumetanide Tab USP 1mg 100
50450HF1,40213,Bumetanide Tab USP 1mg 100
50452HF1,40213,Bumetanide Tab USP 1mg 100
50454HD2,40311,Buspirone HCl Tab USP 15mg 60
50454HF2,40312,Buspirone HCl Tab USP 15mg 100
50455HF2,40312,Buspirone HCl Tab USP 15mg 100
50456HF2,40312,Buspirone HCl Tab USP 15mg 100
50461HF1,40309,Buspirone HCl Tab USP 10mg 100
50467HF1,40891,Carbi + Levo tab USP 10/100mg 100 Tru
50468HJ1,40892,Carbi + Levo tab USP 10/100mg 500 Tru
50471HJ1,40897,Carbi + Levo tab USP 25/100mg 500 Tru
50472HJ1,40897,Carbi + Levo tab USP 25/100mg 500 Tru
50473HJ1,40897,Carbi + Levo tab USP 25/100mg 500 Tru
50473HK1,40898,Carbi + Levo tab USP 25/100mg 1000 Tru
50474HK1,40898,Carbi + Levo tab USP 25/100mg 1000 Tru
50475HK1,40898,Carbi + Levo tab USP 25/100mg 1000 Tru
50476HF1,40893,Carbi + Levo tab USP 25/250mg 100 Tru
50482HC1,41302,Bisoprolol Fum tab USP 2.5mg 30 TRU
50483HF1,40047,Metoprolol Tar Tab USP 75mg 100 TRU
50484HJ1,40797,Clonazepam Tab USP 1mg 500
50485HJ1,40797,Clonazepam Tab USP 1mg 500
50486HF1,40307,Buspirone HCl Tab USP 5mg 100
50487HF1,40307,Buspirone HCl Tab USP 5mg 100
50490,30098,Cor  Nicotine  Pol Mini Loz 2mg Cherry
50491HK1,40702,Tramadol HCl Tab USP 50mg 1000
50492HK1,40702,Tramadol HCl Tab USP 50mg 1000
50493HK1,40702,Tramadol HCl Tab USP 50mg 1000
50494HK1,40702,Tramadol HCl Tab USP 50mg 1000
50496HF1,40149,Midodrine HCl Tab USP 5mg 100 TRU
50497HC1,41302,Bisoprolol Fum tab USP 2.5mg 30 TRU
50506HF1,41266,Midodrine HCl Tab 5 mg 100 NOR
50507HF1,41266,Midodrine HCl Tab 5 mg 100 NOR
50509HF1,41265,Midodrine HCl Tab 2.5mg 100 NOR
50510,30100,Cor  Nicotine  Pol Mini Loz 4mg Cherry
50511HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
50512HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
50513HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
50514HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
50514HJ1,40452,Potassium Chl ER Tab USP 20mEq 500 AB3
50515HJ1,40616,Carvedilol Tab USP 3.125mg 500
50516HK1,40665,Carvedilol Tab USP 3.125mg 1000
50519HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
50519HJ1,40832,Carbi + Levo tab USP 25/100mg 500
50524HK1,41191,Metoprolol Tar Tab USP 50mg 1000UNTS Tru
50525HK1,41191,Metoprolol Tar Tab USP 50mg 1000UNTS Tru
50534HF1,41267,Midodrine HCl Tab 10mg 100 NOR
50535HF1,40864,Cevimeline HCl Cap 30mg 100
50536HK1,40702,Tramadol HCl Tab USP 50mg 1000
50537HK1,40702,Tramadol HCl Tab USP 50mg 1000
50538HK1,40702,Tramadol HCl Tab USP 50mg 1000
50542HF1,41193,Metoprolol Tar Tab USP 100mg 100UNTS Tru
50547,30108,Cor  Nicotine  Pol Mini Loz 4mg Cinnamon
50550HF1,40865,Loperamide HCL Cap USP 2mg 100
50551HF1,40865,Loperamide HCL Cap USP 2mg 100
50551HJ1,40866,Loperamide HCL Cap USP 2mg 500
50561HJ1,40622,Carvedilol Tab USP 25mg 500
50562HJ1,40622,Carvedilol Tab USP 25mg 500
50569HK1,40726,Baclofen Tab USP 10mg 1000
50570HK1,40726,Baclofen Tab USP 10mg 1000
50571HK1,40726,Baclofen Tab USP 10mg 1000
50571HK2,40018,Baclofen Tab USP 10mg 1000 TRU
50576HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
50577HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
50578HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
50579HK1,41065,Metoprolol Tar Tab USP 25mg 1000 UnTS
50583HF1,40696,Midodrine HCl Tab USP 10mg 100
50584HF1,40696,Midodrine HCl Tab USP 10mg 100
50585HF1,40696,Midodrine HCl Tab USP 10mg 100
50586HF1,40593,Potassium Chl ER Tab 15mEq 100 AB3
50587HF1,40650,Metolazone Tab USP 5mg 100
50588HF1,40649,Metolazone Tab USP 2.5mg 100
50589HF1,40649,Metolazone Tab USP 2.5mg 100
50590HF1,40650,Metolazone Tab USP 5mg 100
50610HK1,41069,Metoprolol Tar Tab USP 50mg 1000 UnTS
50612HD1,41035,Buspirone HCl Tab USP 15mg 60 BUOT
50612HF1,41036,Buspirone HCl Tab USP 15mg 100 BUOT
50613HF1,41036,Buspirone HCl Tab USP 15mg 100 BUOT
50614HF1,41036,Buspirone HCl Tab USP 15mg 100 BUOT
50619HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
50619HK1,40492,Carbi + Levo tab USP 25/100mg 1000
50620HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
50621HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
50622HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
50628HJ1,40796,Clonazepam Tab USP 0.5mg 500
50635HD1,40294,Amiodarone HCl Tab USP 200mg 60
50636HD1,40294,Amiodarone HCl Tab USP 200mg 60
50636HJ1,40295,Amiodarone HCl Tab USP 200mg 500
50637HJ1,40295,Amiodarone HCl Tab USP 200mg 500
50643HF1,40601,Baclofen Tab USP 5mg 100
50645HC1,40497,Tramadol HCL Tab USP 25mg 30
50646HF1,40884,Primidone Tab USP 125mg 100 Tru
50647HF1,40884,Primidone Tab USP 125mg 100 Tru
50652HF1,40617,Carvedilol Tab USP 6.25mg 100
50660HJ1,40620,Carvedilol Tab USP 12.5mg 500
50661HK1,40667,Carvedilol Tab USP 25mg 1000
50669HC1,40292,Amiodarone HCl Tab USP 100mg 30
50675HF1,40649,Metolazone Tab USP 2.5mg 100
50676HF1,40649,Metolazone Tab USP 2.5mg 100
50690HF1,40440,Isosorbide Dinitrate Tab USP 5mg 100
50740HF1,40592,Baclofen Tab USP 10mg 100
50778HF1,40650,Metolazone Tab USP 5mg 100
50795NA1,40886,Ipratropium Bro. Nasal Spray 0.06% 15 ml
50796NA1,40886,Ipratropium Bro. Nasal Spray 0.06% 15 ml
