player_name,score_value,category
Odell,,Runs
Jeffrey Patrick,,Runs
James Edward,,Runs
Paul Nelson,,Runs
Eric Steven,,Runs
Mark Richard,,Runs
Raymond Allen,,Runs
Dennis Patrick,,Runs
Mark Edward,,Runs
David Jeffrey,,Runs
William Alan,,Runs
Jack Thomas,,Runs
Charles William,,Runs
Mark Owen,,Runs
Charles Louis,,Runs
Alois Terry,,Runs
William Douglas,,Runs
Vance Odell,,Runs
Rafael Urbano,,Runs
Ravelo,,Runs
Felix Anthony,,Runs
Michael Paul,,Runs
Scott Francis,,Runs
Thomas Michael,,Runs
Kirk Edward,,Runs
Jack Burns,,Runs
Scott Houston,,Runs
Robert,,Runs
Gregory Brian,,Runs
Paul Thomas,,Runs
Dale Robert,,Runs
Dale Robert,,Runs
Richard,,Runs
Michael Wayne,,Runs
Michael Thomas,,Runs
Jeffrey Joseph,,Runs
Rodney Lea,,Runs
Thomas Edward,,Runs
Joseph Franklin,,Runs
Jeffrey Scott,,Runs
Juan Manuel,,Runs
Dickie Ray,,Runs
Edwin,,Runs
Jose,,Runs
Greggory William,,Runs
David Alan,,Runs
Donn Steven,,Runs
Kenneth Brian,,Runs
John,,Runs
Hipolito,,Runs
Oswald Jose,,Runs
Melido Turpen Gross,,Runs
Jonathan Samuel,,Runs
Adam Charles,,Runs
Daniel Joseph,,Runs
Daniel Thomas,,Runs
Eric Vaughn,,Runs
Mark Steven,,Runs
Dennis Clay,,Runs
Ted Henry,,Runs
Ted Henry,,Runs
Daniel Raymond,,Runs
Jeffrey James,,Runs
Jerry,,Runs
David Allan,,Runs
Jeffrey Mark,,Runs
Michael Joseph,,Runs
Ricardo,,Runs
Steven Allen,,Runs
Mark Joseph,,Runs
Bret William,,Runs
Israel,,Runs
William Joseph,,Runs
Curtis Montague,,Runs
David Joseph,,Runs
Michael Ralph,,Runs
Rodney Grant,,Runs
William Steven,,Runs
Jose Altagracia,,Runs
Jeffrey Doyle,,Runs
Jeffrey Thomas,,Runs
Stephen Mack,,Runs
Douglas Randall,,Runs
Lee Arthur,,Runs
Billy Mike,,Runs
LeRoy Purdy,,Runs
Julio Cesar,,Runs
Robert William,,Runs
David Earl,,Runs
Timothy Paul,,Runs
Todd Vernon,,Runs
Lester Paul,,Runs
William Charles,,Runs
Forest Gregory,,Runs
Frank Daryl,,Runs
Terry Derrell,,Runs
Charles Walter,,Runs
Robert Thomas,,Runs
Mark Anthony,,Runs
Jay Lindsey,,Runs
Freddie Lee,,Runs
John Howard,,Runs
Steven Russell,,Runs
Michael Andrew,,Runs
Edward John,,Runs
DeWayne Mathew,,Runs
Michael Charles,,Runs
Gene Winston,,Runs
Roy Duane,,Runs
Robert Lynn,,Runs
David Lee,,Runs
William Carl,,Runs
Carl Blake,,Runs
Mark Alan,,Runs
Mitchell Steven,,Runs
Frank Lee,,Runs
Stephen Douglas,,Runs
James Francis,,Runs
Robert Andrew,,Runs
Michael Atwater,,Runs
Robert John,,Runs
Richard Martin,,Runs
Curtis Allen,,Runs
James Anthony,,Runs
James Justin,,Runs
Richard Warren,,Runs
Darrel Wayne,,Runs
Jay Robert,,Runs
Doyle Lafayette,,Runs
Neil Patrick,,Runs
Wilson Eduardo,,Runs
Robert Kevin,,Runs
Luis Antonio,,Runs
Bradley James,,Runs
Keith Rowe,,Runs
Donald Glenn,,Runs
Scott Alan,,Runs
Jeffrey Scott,,Runs
Michael Scott,,Runs
Floyd Franklin,,Runs
John David,,Runs
Jose Joaquin,,Runs
Charles David,,Runs
Michael Lawrence,,Runs
Jeffrey Scott,,Runs
Harry Ralston,,Runs
Rik Aalbert,,Runs
Randy Walter,,Runs
Michael James,,Runs
Thomas Edward,,Runs
Christopher Louis,,Runs
Dennis Ray,,Runs
James Kevin,,Runs
Robert Gordon,,Runs
DeWayne Allison,,Runs
Gregory James,,Runs
Michael Thomas,,Runs
John Robert,,Runs
Thomas Caesar,,Runs
Charles Douglas,,Runs
Antonio Jose,,Runs
John Joseph,,Runs
Stanley Marten,,Runs
Terry Lee,,Runs
William Roger,,Runs
Bryan Richard,,Runs
Keith Martin,,Runs
Michael Horace,,Runs
Sherman Stanley,,Runs
James Bernard,,Runs
Steven Ray,,Runs
Steven Brent,,Runs
Robert Banks,,Runs
John Kirk,,Runs
George Earl,,Runs
Steven Kennon,,Runs
William Chester,,Runs
Jose Luis,,Runs
Luis Antonio,,Runs
John Robert,,Runs
Richard Elliott,,Runs
Richard Elliott,,Runs
Brian Andrew,,Runs
Michael Dennis,,Runs
Michael Lawrence,,Runs
David William,,Runs
John Edward,,Runs
Steven Michael,,Runs
Michael Lee,,Runs
Charles Edward,,Runs
Michael Kendall,,Runs
William Patrick,,Runs
Wesley Brian,,Runs
Paul Marshall,,Runs
Jerry Don,,Runs
German Jose,,Runs
Thomas,,Runs
Richard Michael,,Runs
Mauro Paul,,Runs
Mark Steven,,Runs
Mark Andrew,,Runs
Andrew Clark,,Runs
Erik Brian,,Runs
John Graydon,,Runs
Peter Thomas,,Runs
Greg Allen,,Runs
Bryan Stanley,,Runs
Bradley David,,Runs
Bradley David,,Runs
Guillermo,,Runs
Francis Xavier,,Runs
Eric Paul,,Runs
James Gregory,,Runs
Teodoro Valenzuela,,Runs
Shawn Patrick,,Runs
Brian Scott,,Runs
Shawn Leroy,,Runs
Brian John,,Runs
Frederick Wayne,,Runs
Charles Oliver,,Runs
Mark Lawrence,,Runs
Michael Ray,,Runs
James Michael,,Runs
David Wayne,,Runs
Randall David,,Runs
Thomas Edward,,Runs
Barry Louis,,Runs
Douglas Reid,,Runs
James Condia,,Runs
Jeffrey Patrick,,Runs
James Edward,,Runs
Eric Steven,,Runs
Raymond Allen,,Runs
Dennis Patrick,,Runs
Mark Edward,,Runs
David Jeffrey,,Runs
Terry Hester,,Runs
Charles Louis,,Runs
Alois Terry,,Runs
Alois Terry,,Runs
William Douglas,,Runs
Vance Odell,,Runs
Richard Fred,,Runs
Thomas Michael,,Runs
Kirk Edward,,Runs
Robert Craig,,Runs
Larry Benard,,Runs
Joe Craig,,Runs
Larry Dean,,Runs
Gary Roger,,Runs
Robert,,Runs
Gregory Brian,,Runs
Paul Thomas,,Runs
Kevin Paul,,Runs
Richard,,Runs
Michael Wayne,,Runs
John Scott,,Runs
Jamie,,Runs
Robert Albert,,Runs
Jeffrey Joseph,,Runs
Jaime,,Runs
Rodney Lea,,Runs
Thomas Edward,,Runs
Randall William,,Runs
Jose,,Runs
Steven Robert,,Runs
Jesse Russell,,Runs
David Alan,,Runs
Donn Steven,,Runs
David William,,Runs
James Clayton,,Runs
Kenneth Brian,,Runs
Ramon Arturo,,Runs
Melido Turpen Gross,,Runs
Adam Charles,,Runs
Jeffrey Allen,,Runs
Daniel Joseph,,Runs
Daniel Thomas,,Runs
Dennis Clay,,Runs
Joseph Walter,,Runs
Shane William,,Runs
Jerry Maxwell,,Runs
Jerry,,Runs
Jerry,,Runs
Kevin D.,,Runs
Michael Joseph,,Runs
Kenneth Scott,,Runs
Steven Allen,,Runs
Jeffrey Lee,,Runs
Lynn Nolan,,Runs
Alex Anthony,,Runs
Curtis Montague,,Runs
David Joseph,,Runs
Michael Ralph,,Runs
Donald Arthur,,Runs
Rudy Caballero,,Runs
William Steven,,Runs
Jose Altagracia,,Runs
Stephen Mack,,Runs
Joseph Douglas,,Runs
Lee Arthur,,Runs
Billy Mike,,Runs
Michael Anthony,,Runs
Brian Robert,,Runs
Julio Cesar,,Runs
Robert William,,Runs
Randy Anthony,,Runs
David Keith,,Runs
David Andrew,,Runs
Timothy Paul,,Runs
Todd Vernon,,Runs
William Charles,,Runs
Forest Gregory,,Runs
Frank Daryl,,Runs
Kevin Ray,,Runs
Charles Walter,,Runs
Robert Thomas,,Runs
Mark Anthony,,Runs
Jay Lindsey,,Runs
Steven Russell,,Runs
Michael Andrew,,Runs
Byron Lee,,Runs
Randolph Ruhland,,Runs
William Edward,,Runs
Robert Lynn,,Runs
David Lee,,Runs
David Lee,,Runs
Michael Lee,,Runs
Kevin Dean,,Runs
Frank Lee,,Runs
Paul Richard,,Runs
Robert Andrew,,Runs
Michael Atwater,,Runs
Edward David,,Runs
Richard Martin,,Runs
Curtis Allen,,Runs
Matthew John,,Runs
Clinton Wayne,,Runs
James Anthony,,Runs
Paul David,,Runs
James Justin,,Runs
Steven Thomas,,Runs
Scott Phillip,,Runs
Jay Robert,,Runs
Gerald Paul,,Runs
Allan Lee,,Runs
Larry Eugene,,Runs
Robert Kevin,,Runs
Luis Antonio,,Runs
Donald Glenn,,Runs
Scott Alan,,Runs
Jeffrey Scott,,Runs
Jay Scott,,Runs
Michael Scott,,Runs
Jose Joaquin,,Runs
Kevin Gerard,,Runs
Juan Bautista,,Runs
Joseph Anthony,,Runs
Harry Ralston,,Runs
Harry Ralston,,Runs
William Allen,,Runs
Rik Aalbert,,Runs
Michael James,,Runs
Brian Edward,,Runs
Thomas Edward,,Runs
Daniel Hugh,,Runs
Christopher Louis,,Runs
Kevin Dewayne,,Runs
David Allen,,Runs
Gregory James,,Runs
James Marcus,,Runs
John Robert,,Runs
Thomas Caesar,,Runs
Michael Lee,,Runs
Charles Douglas,,Runs
Lawrence Paul,,Runs
John Joseph,,Runs
Scott Michael,,Runs
Bryan Donald,,Runs
Mark Alan,,Runs
William Roger,,Runs
Christopher Allen,,Runs
Keith Martin,,Runs
Sherman Stanley,,Runs
Steven Ray,,Runs
Steven Brent,,Runs
Mark William,,Runs
George Earl,,Runs
Richard Anthony,,Runs
John Robert,,Runs
Richard Elliott,,Runs
Timothy Darnell,,Runs
Brian Andrew,,Runs
Gary Louis,,Runs
Thomas Patrick,,Runs
Wayne Maurice,,Runs
Mark Anthony,,Runs
David William,,Runs
Narciso Chicho,,Runs
Luis Martin Lora,,Runs
Scott Gavin,,Runs
John Edward,,Runs
Steven Michael,,Runs
Alexander,,Runs
Michael Lee,,Runs
Thomas Carson,,Runs
William Peter,,Runs
Charles Edward,,Runs
Michael Kendall,,Runs
Emilio Antonio,,Runs
William Patrick,,Runs
Richard Aron,,Runs
Michael James,,Runs
Wesley Brian,,Runs
Paul Marshall,,Runs
Thomas Bradford,,Runs
Jerry Don,,Runs
Mauro Paul,,Runs
Joseph Milton,,Runs
Jeffrey Edward,,Runs
Cecilio,,Runs
Mark Steven,,Runs
Arthur Lee,,Runs
Mark Andrew,,Runs
John Gabriel,,Runs
Erik Brian,,Runs
Peter Thomas,,Runs
Tyrone Eugene,,Runs
Greg Allen,,Runs
Bryan Stanley,,Runs
Melton Andrew,,Runs
Thomas Anthony,,Runs
Joseph Thomas,,Runs
Eric Paul,,Runs
James Gregory,,Runs
Kevin John,,Runs
Teodoro Valenzuela,,Runs
Shawn Patrick,,Runs
Brian John,,Runs
John Nicklaus,,Runs
Charles Oliver,,Runs
Daryl Keith,,Runs
David Wayne,,Runs
Randall David,,Runs
Barry Louis,,Runs
Douglas Reid,,Runs
James Condia,,Runs
Jeffrey Patrick,,Runs
James Edward,,Runs
Dana Ervin,,Runs
Paul Nelson,,Runs
Eric Steven,,Runs
Matthew Roy,,Runs
Brent Bradley,,Runs
Mark Richard,,Runs
William Culp,,Runs
Jerry Scott,,Runs
Dennis Patrick,,Runs
Mark Edward,,Runs
David Jeffrey,,Runs
Terry Hester,,Runs
Mark Owen,,Runs
John William,,Runs
Alois Terry,,Runs
Mark Edward,,Runs
Scott Allen,,Runs
William Douglas,,Runs
Vance Odell,,Runs
Richard Fred,,Runs
Rafael Urbano,,Runs
Robert Joseph,,Runs
Julio Segundo,,Runs
Carlos Cesar,,Runs
Ramon,,Runs
Kirk Edward,,Runs
Robert Craig,,Runs
Lance Graye,,Runs
Lance Graye,,Runs
Larry Benard,,Runs
Jack Burns,,Runs
Andrew Joseph,,Runs
Joe Craig,,Runs
Larry Dean,,Runs
Scott Howard,,Runs
Jose Luis,,Runs
Jose Ramon Nova,,Runs
Gary Roger,,Runs
Robert,,Runs
Alan Bernard,,Runs
Gregory Brian,,Runs
Paul Thomas,,Runs
John Kyle,,Runs
Richard,,Runs
Jeffrey Thomas,,Runs
Michael Wayne,,Runs
John Scott,,Runs
Jamie,,Runs
Robert Albert,,Runs
Charles Harrison,,Runs
Jaime,,Runs
Rodney Lea,,Runs
Albert Samuel,,Runs
Randall William,,Runs
Edwin,,Runs
Steven Robert,,Runs
Greggory William,,Runs
Jesse Russell,,Runs
David Alan,,Runs
Donn Steven,,Runs
James Clayton,,Runs
Kenneth Brian,,Runs
Melido Turpen Gross,,Runs
Pascual Gross,,Runs
Adam Charles,,Runs
Daniel Thomas,,Runs
Eric Vaughn,,Runs
Dennis Clay,,Runs
Dennis Clay,,Runs
Joseph Walter,,Runs
Scott David,,Runs
Jeffrey James,,Runs
Jerry Maxwell,,Runs
Jerry Maxwell,,Runs
Jeffrey Scott,,Runs
David Allan,,Runs
Kevin D.,,Runs
Jeffrey Daniel,,Runs
Jeffrey Mark,,Runs
Michael Joseph,,Runs
Steven Allen,,Runs
Jeffrey Lee,,Runs
Lynn Nolan,,Runs
Bret William,,Runs
Israel,,Runs
Curtis Montague,,Runs
Michael Scott,,Runs
Rudy Caballero,,Runs
William Steven,,Runs
Robert Bush,,Runs
Jeffrey Lee,,Runs
Daryl Clinton,,Runs
Lee Arthur,,Runs
Michael Anthony,,Runs
LeRoy Purdy,,Runs
David Andrew,,Runs
Melvin Leon,,Runs
Todd Vernon,,Runs
Russell Howard,,Runs
William Charles,,Runs
Forest Gregory,,Runs
Frank Daryl,,Runs
Kevin Ray,,Runs
Donald Clyde,,Runs
Anthony Charles,,Runs
Charles Walter,,Runs
Robert Thomas,,Runs
Jay Lindsey,,Runs
Efrain Antonio,,Runs
Sergio Sanchez,,Runs
Randolph Ruhland,,Runs
Hector Raul Guerrero,,Runs
Michael Charles,,Runs
Steven Lee,,Runs
Robert Colby,,Runs
Roy Duane,,Runs
Gary Anthony,,Runs
William Edward,,Runs
Robert Lynn,,Runs
David Lee,,Runs
David Lee,,Runs
Michael Lee,,Runs
Kevin Dean,,Runs
Mark Alan,,Runs
Frank Lee,,Runs
Michael Atwater,,Runs
Michael Atwater,,Runs
Richard Martin,,Runs
Clifford Raphael,,Runs
Matthew John,,Runs
James Anthony,,Runs
Lawrence Kyle,,Runs
James Justin,,Runs
Scott Phillip,,Runs
Gerald Paul,,Runs
Wilson Eduardo,,Runs
Robert Kevin,,Runs
Luis Antonio,,Runs
Bradley James,,Runs
Donald Glenn,,Runs
James Parker,,Runs
Scott Alan,,Runs
Jeffrey Scott,,Runs
Michael Scott,,Runs
Willie Anthony,,Runs
Floyd Franklin,,Runs
John David,,Runs
Jose Joaquin,,Runs
Christopher Charles,,Runs
Stephen Wayne,,Runs
Eric Alvin,,Runs
Joseph Anthony,,Runs
William Allen,,Runs
Michael James,,Runs
Thomas Edward,,Runs
Christopher Louis,,Runs
Denis,,Runs
Denis,,Runs
Dennis Ray,,Runs
John Eric,,Runs
James Kevin,,Runs
Kevin Dewayne,,Runs
David Allen,,Runs
Todd Edward,,Runs
Gregory James,,Runs
Kevin Wade,,Runs
Thomas Caesar,,Runs
Thomas Caesar,,Runs
Jeffrey Allen,,Runs
Charles Douglas,,Runs
Lawrence Paul,,Runs
John Joseph,,Runs
Darrin John,,Runs
Scott Michael,,Runs
Stephen Vincent,,Runs
William Roger,,Runs
Keith Martin,,Runs
Archie Ray,,Runs
Steven Ray,,Runs
Charles Robert,,Runs
Ronald Maurice,,Runs
Daniel Wayne,,Runs
Mark William,,Runs
George Earl,,Runs
Kenneth Grant,,Runs
Francisco,,Runs
Richard Anthony,,Runs
John Robert,,Runs
Brian Stacy,,Runs
Thomas Kent,,Runs
Kirk Richard,,Runs
Thomas Patrick,,Runs
Wayne Maurice,,Runs
Bruce Edward,,Runs
Mark Anthony,,Runs
David William,,Runs
Calvin John,,Runs
Scott Gavin,,Runs
Hector,,Runs
Steven Michael,,Runs
Alexander,,Runs
Michael Lee,,Runs
Charles Edward,,Runs
David Anthony,,Runs
Emilio Antonio,,Runs
William Patrick,,Runs
Todd Gerard,,Runs
Daniel Michael,,Runs
Ramon Antonio,,Runs
Michael James,,Runs
Wesley Brian,,Runs
Jerry Don,,Runs
Richard Michael,,Runs
Mauro Paul,,Runs
Joseph Milton,,Runs
Jeffrey Edward,,Runs
Mark Steven,,Runs
Jose Alberto,,Runs
Dionini Ramon,,Runs
Juan Andres,,Runs
Robert David,,Runs
John Gabriel,,Runs
Erik Brian,,Runs
Tyrone Eugene,,Runs
Greg Allen,,Runs
Reginald Allen,,Runs
Melton Andrew,,Runs
Melton Andrew,,Runs
Thomas Anthony,,Runs
Patrick George,,Runs
Roberto Manuel,,Runs
Joseph Thomas,,Runs
James Gregory,,Runs
Kevin John,,Runs
Teodoro Valenzuela,,Runs
Shawn Patrick,,Runs
Brian Scott,,Runs
Darren Lee,,Runs
Vincent Stanley Joseph,,Runs
Charles Oliver,,Runs
Steven Roy,,Runs
James MacGregor,,Runs
Michael James,,Runs
Daryl Keith,,Runs
David Wayne,,Runs
William Jeffrey,,Runs
Joel Raymond,,Runs
Randall David,,Runs
Calvin Douglas,,Runs
Douglas Reid,,Runs
Joseph Stacy,,Runs
Jeffrey Patrick,,Runs
Scott Andrew,,Runs
James Edward,,Runs
Dana Ervin,,Runs
John Francis,,Runs
Paul Nelson,,Runs
Eric Steven,,Runs
Garland Routhard,,Runs
Joseph Charles,,Runs
Mark Richard,,Runs
Thomas Joseph,,Runs
William Culp,,Runs
Dennis Patrick,,Runs
Mark Edward,,Runs
Timothy James,,Runs
Mark Owen,,Runs
Alois Terry,,Runs
Mark Edward,,Runs
Scott Allen,,Runs
Robert Joseph,,Runs
Julio Segundo,,Runs
Michael Anthony,,Runs
Carlos Cesar,,Runs
Barry Paul,,Runs
Josias,,Runs
Terry Alan,,Runs
Kirk Edward,,Runs
Robert Craig,,Runs
Larry Benard,,Runs
Jack Burns,,Runs
Andrew Joseph,,Runs
Russell Loren,,Runs
Robert,,Runs
Alan Bernard,,Runs
Richard,,Runs
Jeffrey Thomas,,Runs
John Scott,,Runs
Kevin Joseph,,Runs
Michael Anthony,,Runs
Michael Cole,,Runs
Jeffrey Thomas,,Runs
Charles Harrison,,Runs
Jaime,,Runs
Dennis Edward,,Runs
Wayland Eugene,,Runs
Rodney Lea,,Runs
Eric Carl,,Runs
Edwin,,Runs
Steven Robert,,Runs
Jesse Russell,,Runs
David Alan,,Runs
Donn Steven,,Runs
Kenneth Brian,,Runs
Melido Turpen Gross,,Runs
Pascual Gross,,Runs
Mark Joseph,,Runs
Daniel Joseph,,Runs
Daniel Joseph,,Runs
Daniel Thomas,,Runs
Eric Vaughn,,Runs
Jeffrey Hunter,,Runs
James Richard,,Runs
Scott David,,Runs
Arthur Lee,,Runs
Patrick Edward,,Runs
Kevin D.,,Runs
Jeffrey Daniel,,Runs
Jeffrey Mark,,Runs
Ronald Dean,,Runs
Lynn Nolan,,Runs
Bret William,,Runs
Scott Douglas,,Runs
Daniel Ernest,,Runs
Calvin Drew,,Runs
Rudy Caballero,,Runs
William Steven,,Runs
Jeffrey Lee,,Runs
LeRoy Purdy,,Runs
David Keith,,Runs
David Andrew,,Runs
Todd Vernon,,Runs
Russell Howard,,Runs
Forest Gregory,,Runs
Kevin Ray,,Runs
Wade Eric,,Runs
Anthony Charles,,Runs
Charles Walter,,Runs
Robert Thomas,,Runs
Michael August,,Runs
Efrain Antonio,,Runs
Sergio Sanchez,,Runs
Fernando,,Runs
Todd Matthew,,Runs
Hector Raul Guerrero,,Runs
Michael Charles,,Runs
Bruce Kenneth,,Runs
Steven Lee,,Runs
Roy Duane,,Runs
John David,,Runs
William Edward,,Runs
David Lee,,Runs
David Lee,,Runs
Michael Lee,,Runs
Carl Blake,,Runs
Mark Alan,,Runs
Frank Lee,,Runs
Robert Andrew,,Runs
Michael Atwater,,Runs
Michael David,,Runs
Clifford Raphael,,Runs
Matthew John,,Runs
James Anthony,,Runs
Paul David,,Runs
Juan Roberto,,Runs
Gerald Paul,,Runs
Wilson Eduardo,,Runs
Robert Kevin,,Runs
Luis Antonio,,Runs
Jack William,,Runs
Bradley James,,Runs
James Parker,,Runs
Scott Alan,,Runs
Willie Anthony,,Runs
Shawn Edward,,Runs
Eric Alvin,,Runs
Juan Bautista,,Runs
Rik Aalbert,,Runs
Michael James,,Runs
Brian Edward,,Runs
Thomas Edward,,Runs
Ricardo Ricky,,Runs
Christopher Louis,,Runs
Denis,,Runs
John Eric,,Runs
James Kevin,,Runs
Kevin Dewayne,,Runs
Timothy Philip,,Runs
Todd Edward,,Runs
Michael Dana,,Runs
Gregory James,,Runs
Kevin Wade,,Runs
Michael Thomas,,Runs
Donald Wayne,,Runs
Lawrence Paul,,Runs
Scott Michael,,Runs
Michael Wayne,,Runs
Patrick Brian,,Runs
William Roger,,Runs
David Brian,,Runs
Dennis Bryan,,Runs
Charles Robert,,Runs
Daniel Wayne,,Runs
Mark William,,Runs
George Earl,,Runs
John Harold,,Runs
John Robert,,Runs
Kelly Robert,,Runs
Brian Stacy,,Runs
Michael Dennis,,Runs
Dennis Lee,,Runs
Thomas Patrick,,Runs
Mark Anthony,,Runs
Mark Anthony,,Runs
Calvin John,,Runs
Alan Duane,,Runs
Scott Gavin,,Runs
Alexander,,Runs
Michael Lee,,Runs
Charles Edward,,Runs
Stephen John,,Runs
Brian Kevin,,Runs
Michael Kendall,,Runs
David Anthony,,Runs
Timothy Shawn,,Runs
Emilio Antonio,,Runs
Steven Francis,,Runs
Todd Gerard,,Runs
Michael James,,Runs
Thomas,,Runs
Richard Michael,,Runs
Mauro Paul,,Runs
Joseph Milton,,Runs
Mark Andrew,,Runs
Wedsel Gary,,Runs
Mark Steven,,Runs
Arthur Lee,,Runs
William Lee,,Runs
Eric Andrew,,Runs
Jose Alberto,,Runs
Dionini Ramon,,Runs
Juan Andres,,Runs
Robert David,,Runs
Christopher Deane,,Runs
Erik Brian,,Runs
Tyrone Eugene,,Runs
Greg Allen,,Runs
Bryan Stanley,,Runs
Hillary Houston,,Runs
Neal,,Runs
Neal,,Runs
Thomas Anthony,,Runs
Richard Douglas,,Runs
Patrick George,,Runs
Roberto Manuel,,Runs
Joseph Thomas,,Runs
James Gregory,,Runs
Shawn Patrick,,Runs
Shawn Patrick,,Runs
Sterling Alex,,Runs
Darren Lee,,Runs
Frederick Wayne,,Runs
Vincent Stanley Joseph,,Runs
Charles Oliver,,Runs
Steven Roy,,Runs
Peter Alexander,,Runs
Daryl Keith,,Runs
James Michael,,Runs
William Jeffrey,,Runs
Joel Raymond,,Runs
Randall David,,Runs
Calvin Douglas,,Runs
Scott Andrew,,Runs
James Edward,,Runs
Eric Steven,,Runs
Robert Wayne,,Runs
Kurt David,,Runs
Randall John,,Runs
William Culp,,Runs
Lester Wayne,,Runs
Terry Hester,,Runs
Timothy James,,Runs
Timothy James,,Runs
Craig Lindsay,,Runs
Alois Terry,,Runs
Danilo Enrique,,Runs
Richie Todd,,Runs
Scott Allen,,Runs
Derek Jansen,,Runs
Douglas Warren,,Runs
Robert Joseph,,Runs
Michael Anthony,,Runs
Patrick Lavon,,Runs
Barry Paul,,Runs
Kirk Edward,,Runs
Lance Graye,,Runs
Larry Benard,,Runs
Jack Burns,,Runs
Russell Loren,,Runs
Jose Ramon Nova,,Runs
Jose Ramon Nova,,Runs
Sam Salvatore,,Runs
David John,,Runs
Dennis Michael,,Runs
Richard,,Runs
Jeffrey Thomas,,Runs
Michael Wayne,,Runs
John Scott,,Runs
Michael Cole,,Runs
Jeffrey Thomas,,Runs
Charles Harrison,,Runs
Jaime,,Runs
Rodney Lea,,Runs
Gerald Arthur,,Runs
Edwin,,Runs
Edwin,,Runs
Steven Robert,,Runs
Jesse Russell,,Runs
David Alan,,Runs
Donn Steven,,Runs
James Clayton,,Runs
Roger Allen,,Runs
Melido Turpen Gross,,Runs
Hipolito Antonio,,Runs
Edward John,,Runs
Daniel Thomas,,Runs
Eric Vaughn,,Runs
James Richard,,Runs
Ted Henry,,Runs
Paul John,,Runs
Scott David,,Runs
Dennis Lee,,Runs
Jeffrey James,,Runs
Richard Allen,,Runs
Todd Michael,,Runs
Arthur Lee,,Runs
Kevin D.,,Runs
Don Allen,,Runs
Ronald Dean,,Runs
Kenneth Scott,,Runs
Wayne Scott,,Runs
Bruce Wayne,,Runs
Jeffrey Lee,,Runs
Kenneth Frederick,,Runs
Lynn Nolan,,Runs
William Albert,,Runs
Scott Douglas,,Runs
Richard Daniel,,Runs
David Joseph,,Runs
Michael Ralph,,Runs
William Scott,,Runs
Jeffrey Lee,,Runs
Stephen Earl,,Runs
John Patrick,,Runs
Daniel Scott,,Runs
Russell Paul,,Runs
David Keith,,Runs
David Andrew,,Runs
Todd Vernon,,Runs
Richard Lee,,Runs
Russell Howard,,Runs
Kevin Ray,,Runs
Rodney Scott,,Runs
Charles Walter,,Runs
Robert Thomas,,Runs
Michael August,,Runs
Richard Alan,,Runs
Michael Scott,,Runs
Julio Enrique,,Runs
Frank John,,Runs
Michael Aaron,,Runs
Bruce Kenneth,,Runs
Roy Duane,,Runs
Gary Anthony,,Runs
John David,,Runs
William Edward,,Runs
Robert Lynn,,Runs
David Lee,,Runs
David Lee,,Runs
Matthew Christopher,,Runs
Kevin Dean,,Runs
Robert Joe,,Runs
Mark Alan,,Runs
Robert Andrew,,Runs
Robert Andrew,,Runs
Walter Browne,,Runs
Curtis Allen,,Runs
Curtis Allen,,Runs
Matthew John,,Runs
James Anthony,,Runs
Paul David,,Runs
Wilson Eduardo,,Runs
Brian James,,Runs
Robert Kevin,,Runs
Paul Andre,,Runs
James Parker,,Runs
Robert Cunningham,,Runs
Philip Cory,,Runs
Michael Scott,,Runs
Willie Anthony,,Runs
Timothy Wayne,,Runs
Stanley Peter,,Runs
Jason Phillip,,Runs
Sean Frederick,,Runs
Michael Joseph,,Runs
Michael James,,Runs
Joseph Martin,,Runs
Joseph Martin,,Runs
Brian Edward,,Runs
Rodney Earl,,Runs
Thomas Edward,,Runs
William Robert,,Runs
John Eric,,Runs
Scott John,,Runs
Gregory Scott,,Runs
Enrique,,Runs
Todd Edward,,Runs
Michael Dana,,Runs
Gregory James,,Runs
Kevin Wade,,Runs
Cris Howell,,Runs
Charles Douglas,,Runs
Antonio Jose,,Runs
Michael Wayne,,Runs
Mark Willard,,Runs
William Roger,,Runs
David Brian,,Runs
James Daniel,,Runs
Andrew Bernard,,Runs
Dennis Bryan,,Runs
Michael Horace,,Runs
Danny Bradford,,Runs
Charles Robert,,Runs
John Russell,,Runs
Daniel Wayne,,Runs
George Earl,,Runs
George Earl,,Runs
Kenneth Grant,,Runs
Jose,,Runs
Richard Anthony,,Runs
James Joseph,,Runs
John Reed,,Runs
Frank Michael,,Runs
Gerard Peter,,Runs
John Harold,,Runs
John Robert,,Runs
Kelly Robert,,Runs
Brian Stacy,,Runs
Steven William,,Runs
Mark Anthony,,Runs
Scott Gavin,,Runs
Hector,,Runs
John Edward,,Runs
Alexander,,Runs
Charles Edward,,Runs
David Anthony,,Runs
Gregory Alan,,Runs
Emilio Antonio,,Runs
Steven Francis,,Runs
Richard Aron,,Runs
Michael James,,Runs
Mark Allan,,Runs
Paul Marshall,,Runs
Gregory James,,Runs
Thomas,,Runs
Joseph Milton,,Runs
Jeffrey Adam,,Runs
Mark Anthony,,Runs
Jason Alan,,Runs
Edward Adrain,,Runs
Mark Steven,,Runs
William Lee,,Runs
Mark Andrew,,Runs
Juan Andres,,Runs
Robert David,,Runs
John Gabriel,,Runs
John Gabriel,,Runs
Christopher Deane,,Runs
Greg Allen,,Runs
Michael Edward,,Runs
Hillary Houston,,Runs
Neal,,Runs
Dwayne Allen,,Runs
Patrick George,,Runs
Jeremy Stuart,,Runs
Joseph Thomas,,Runs
