actor_id,first_name,last_name,film_id,title,total_revenue,actor_share,avg_actor_share
100,SPENCER,DEPP,563,MASSACRE USUAL,179.70000000000002,59.900000000000006,42.050714285714285
100,SPENCER,DEPP,979,WITCHES PANIC,173.70000000000002,43.425000000000004,42.050714285714285
100,SPENCER,DEPP,846,STING PERSONAL,159.79,22.827142857142857,42.050714285714285
101,SUSAN,DAVIS,941,VIDEOTAPE ARSENIC,178.71,35.742000000000004,23.784264550264552
101,SUSAN,DAVIS,263,DURHAM PANKY,144.74,16.082222222222224,23.784264550264552
101,SUSAN,DAVIS,702,PULP BEVERLY,136.70000000000002,19.528571428571432,23.784264550264552
102,WALTER,TORN,979,WITCHES PANIC,173.70000000000002,43.425000000000004,49.80142857142857
102,WALTER,TORN,624,NIGHTMARE CHILL,169.75,84.875,49.80142857142857
102,WALTER,TORN,521,LIES TREATMENT,147.73000000000002,21.104285714285716,49.80142857142857
103,MATTHEW,LEIGH,271,EASY GLADIATOR,150.77,50.25666666666667,30.061666666666667
103,MATTHEW,LEIGH,215,DAWN POND,128.82,21.47,30.061666666666667
103,MATTHEW,LEIGH,895,TOMORROW HUSTLER,110.75,18.458333333333332,30.061666666666667
104,PENELOPE,CRONYN,892,TITANIC BOONDOCK,154.77,12.8975,24.319666666666667
104,PENELOPE,CRONYN,313,FIDELITY DEVIL,138.79,34.6975,24.319666666666667
104,PENELOPE,CRONYN,583,MISSION ZOOLANDER,126.82000000000001,25.364,24.319666666666667
105,SIDNEY,CROWE,893,TITANS JERK,201.71,28.815714285714286,29.30009523809524
105,SIDNEY,CROWE,239,DOGMA FAMILY,178.70000000000002,25.528571428571432,29.30009523809524
105,SIDNEY,CROWE,21,AMERICAN CIRCUS,167.78,33.556,29.30009523809524
106,GROUCHO,DUNST,439,HUNCHBACK IMPOSSIBLE,134.8,67.4,37.444857142857146
106,GROUCHO,DUNST,500,KISS GLORY,132.78,18.96857142857143,37.444857142857146
106,GROUCHO,DUNST,763,SATISFACTION CONFIDENTIAL,129.83,25.966,37.444857142857146
107,GINA,DEGENERES,879,TELEGRAPH VOYAGE,231.73000000000002,33.104285714285716,32.19906746031746
107,GINA,DEGENERES,973,WIFE TURN,223.69,37.281666666666666,32.19906746031746
107,GINA,DEGENERES,369,GOODFELLAS SALUTE,209.69,26.21125,32.19906746031746
108,WARREN,NOLTE,892,TITANIC BOONDOCK,154.77,12.8975,26.897579365079366
108,WARREN,NOLTE,350,GARDEN ISLAND,144.8,48.26666666666667,26.897579365079366
108,WARREN,NOLTE,702,PULP BEVERLY,136.70000000000002,19.528571428571432,26.897579365079366
109,SYLVESTER,DERN,174,CONFIDENTIAL INTERVIEW,164.71,82.355,39.599603174603175
109,SYLVESTER,DERN,48,BACKLASH UNDEFEATED,158.81,22.687142857142856,39.599603174603175
109,SYLVESTER,DERN,243,DOORS PRESIDENT,123.81,13.756666666666668,39.599603174603175
110,SUSAN,DAVIS,369,GOODFELLAS SALUTE,209.69,26.21125,25.29008333333333
110,SUSAN,DAVIS,961,WASH HEAVENLY,119.77000000000001,23.954,25.29008333333333
110,SUSAN,DAVIS,8,AIRPORT POLLOCK,102.82000000000001,25.705000000000002,25.29008333333333
111,CAMERON,ZELLWEGER,973,WIFE TURN,223.69,37.281666666666666,29.37194444444445
111,CAMERON,ZELLWEGER,403,HARRY IDAHO,195.70000000000002,32.61666666666667,29.37194444444445
111,CAMERON,ZELLWEGER,603,MOVIE SHAKESPEARE,145.74,18.2175,29.37194444444445
112,RUSSELL,BACALL,865,SUNRISE LEAGUE,170.76,34.152,24.539833333333334
112,RUSSELL,BACALL,856,STREETCAR INTENTIONS,148.75,21.25,24.539833333333334
112,RUSSELL,BACALL,603,MOVIE SHAKESPEARE,145.74,18.2175,24.539833333333334
113,MORGAN,HOPKINS,403,HARRY IDAHO,195.70000000000002,32.61666666666667,23.523434343434346
113,MORGAN,HOPKINS,838,STAGECOACH ARMAGEDDON,154.74,25.790000000000003,23.523434343434346
113,MORGAN,HOPKINS,680,PINOCCHIO SIMON,133.8,12.163636363636364,23.523434343434346
114,MORGAN,MCDORMAND,861,SUIT WALLS,147.79,29.558,21.346424242424245
114,MORGAN,MCDORMAND,961,WASH HEAVENLY,119.77000000000001,23.954,21.346424242424245
114,MORGAN,MCDORMAND,827,SPICE SORORITY,115.80000000000001,10.52727272727273,21.346424242424245
115,HARRISON,BALE,846,STING PERSONAL,159.79,22.827142857142857,22.478964285714284
115,HARRISON,BALE,985,WONDERLAND CHRISTMAS,148.78,29.756,22.478964285714284
115,HARRISON,BALE,506,LADY STAGE,118.83,14.85375,22.478964285714284
116,DAN,STREEP,48,BACKLASH UNDEFEATED,158.81,22.687142857142856,21.110380952380954
116,DAN,STREEP,412,HEAVYWEIGHTS BEAST,129.77,25.954,21.110380952380954
116,DAN,STREEP,336,FRENCH HOLIDAY,102.83,14.69,21.110380952380954
117,RENEE,TRACY,778,SECRETS PARADISE,152.8,25.46666666666667,29.28375
117,RENEE,TRACY,167,COMA HEAD,137.74,45.913333333333334,29.28375
117,RENEE,TRACY,10,ALADDIN CALENDAR,131.77,16.47125,29.28375
118,CUBA,ALLEN,938,VELVET TERMINATOR,177.74,19.74888888888889,18.683518518518518
118,CUBA,ALLEN,572,METROPOLIS COMA,131.74,21.956666666666667,18.683518518518518
118,CUBA,ALLEN,35,ARACHNOPHOBIA ROLLERCOASTER,114.76,14.345,18.683518518518518
119,WARREN,JACKMAN,21,AMERICAN CIRCUS,167.78,33.556,33.416761904761906
119,WARREN,JACKMAN,521,LIES TREATMENT,147.73000000000002,21.104285714285716,33.416761904761906
119,WARREN,JACKMAN,614,NAME DETECTIVE,136.77,45.59,33.416761904761906
120,PENELOPE,MONROE,715,RANGE MOONWALKER,179.73000000000002,44.932500000000005,42.87416666666667
120,PENELOPE,MONROE,911,TRIP NEWTON,145.72,36.43,42.87416666666667
120,PENELOPE,MONROE,898,TOURIST PELICAN,141.78,47.26,42.87416666666667
121,LIZA,BERGMAN,284,ENEMY ODDS,180.71,45.1775,30.011916666666668
121,LIZA,BERGMAN,771,SCORPION APOLLO,168.77,21.09625,30.011916666666668
121,LIZA,BERGMAN,222,DESERT POSEIDON,118.81,23.762,30.011916666666668
122,SALMA,NOLTE,307,FELLOWSHIP AUTUMN,149.74,21.391428571428573,40.07964285714286
122,SALMA,NOLTE,227,DETAILS PACKER,133.81,66.905,40.07964285714286
122,SALMA,NOLTE,300,FALCON VOLUME,127.77000000000001,31.942500000000003,40.07964285714286
123,JULIANNE,DENCH,892,TITANIC BOONDOCK,154.77,12.8975,17.62825
123,JULIANNE,DENCH,730,RIDGEMONT SUBMARINE,130.68,26.136000000000003,17.62825
123,JULIANNE,DENCH,725,REQUIEM TYCOON,110.81,13.85125,17.62825
124,SCARLETT,BENING,775,SEATTLE EXPECATIONS,163.75,27.291666666666668,28.655740740740743
124,SCARLETT,BENING,263,DURHAM PANKY,144.74,16.082222222222224,28.655740740740743
124,SCARLETT,BENING,814,SNATCH SLIPPER,127.78,42.593333333333334,28.655740740740743
125,ALBERT,NOLTE,683,PITY BOUND,153.74,30.748,27.181
125,ALBERT,NOLTE,361,GLEAMING JAWBREAKER,136.70000000000002,17.087500000000002,27.181
125,ALBERT,NOLTE,324,FLINTSTONES HAPPINESS,134.83,33.7075,27.181
126,FRANCES,TOMEI,369,GOODFELLAS SALUTE,209.69,26.21125,25.283157407407405
126,FRANCES,TOMEI,21,AMERICAN CIRCUS,167.78,33.556,25.283157407407405
126,FRANCES,TOMEI,263,DURHAM PANKY,144.74,16.082222222222224,25.283157407407405
127,KEVIN,GARLAND,791,SHOW LORD,170.75,85.375,43.099464285714284
127,KEVIN,GARLAND,771,SCORPION APOLLO,168.77,21.09625,43.099464285714284
127,KEVIN,GARLAND,846,STING PERSONAL,159.79,22.827142857142857,43.099464285714284
128,CATE,MCQUEEN,614,NAME DETECTIVE,136.77,45.59,38.29194444444445
128,CATE,MCQUEEN,814,SNATCH SLIPPER,127.78,42.593333333333334,38.29194444444445
128,CATE,MCQUEEN,759,SALUTE APOLLO,106.77000000000001,26.692500000000003,38.29194444444445
129,DARYL,CRAWFORD,938,VELVET TERMINATOR,177.74,19.74888888888889,26.213796296296298
129,DARYL,CRAWFORD,805,SLEEPLESS MONSOON,121.80000000000001,30.450000000000003,26.213796296296298
129,DARYL,CRAWFORD,857,STRICTLY SCARFACE,113.77000000000001,28.442500000000003,26.213796296296298
130,GRETA,KEITEL,764,SATURDAY LAMBS,204.72,22.746666666666666,19.9996626984127
130,GRETA,KEITEL,112,CALENDAR GUNFIGHT,141.79,17.72375,19.9996626984127
130,GRETA,KEITEL,702,PULP BEVERLY,136.70000000000002,19.528571428571432,19.9996626984127
131,JANE,JACKMAN,48,BACKLASH UNDEFEATED,158.81,22.687142857142856,17.518214285714286
131,JANE,JACKMAN,320,FLAMINGOS CONNECTICUT,139.77,15.530000000000001,17.518214285714286
131,JANE,JACKMAN,450,IDOLS SNATCHERS,114.7,14.3375,17.518214285714286
132,ADAM,HOPPER,897,TORQUE BOUND,198.72,39.744,26.978444444444445
132,ADAM,HOPPER,698,PRINCESS GIANT,142.74,28.548000000000002,26.978444444444445
132,ADAM,HOPPER,637,OPEN AFRICAN,113.79,12.643333333333334,26.978444444444445
133,RICHARD,PENN,172,CONEHEADS SMOOCHY,136.75,15.194444444444445,22.932116402116403
133,RICHARD,PENN,397,HANKY OCTOBER,116.74000000000001,38.913333333333334,22.932116402116403
133,RICHARD,PENN,385,GROUNDHOG UNCUT,102.82000000000001,14.68857142857143,22.932116402116403
134,GENE,HOPKINS,897,TORQUE BOUND,198.72,39.744,51.788999999999994
134,GENE,HOPKINS,624,NIGHTMARE CHILL,169.75,84.875,51.788999999999994
134,GENE,HOPKINS,683,PITY BOUND,153.74,30.748,51.788999999999994
135,RITA,REYNOLDS,320,FLAMINGOS CONNECTICUT,139.77,15.530000000000001,24.156111111111112
135,RITA,REYNOLDS,814,SNATCH SLIPPER,127.78,42.593333333333334,24.156111111111112
135,RITA,REYNOLDS,35,ARACHNOPHOBIA ROLLERCOASTER,114.76,14.345,24.156111111111112
136,ED,MANSFIELD,271,EASY GLADIATOR,150.77,50.25666666666667,39.80533333333333
136,ED,MANSFIELD,61,BEAUTY GREASE,132.78,26.556,39.80533333333333
136,ED,MANSFIELD,818,SOMETHING DUCK,127.81,42.60333333333333,39.80533333333333
137,MORGAN,WILLIAMS,745,ROSES TREASURE,171.72,34.344,22.88124074074074
137,MORGAN,WILLIAMS,603,MOVIE SHAKESPEARE,145.74,18.2175,22.88124074074074
137,MORGAN,WILLIAMS,263,DURHAM PANKY,144.74,16.082222222222224,22.88124074074074
138,LUCILLE,DEE,879,TELEGRAPH VOYAGE,231.73000000000002,33.104285714285716,32.82365079365079
138,LUCILLE,DEE,403,HARRY IDAHO,195.70000000000002,32.61666666666667,32.82365079365079
138,LUCILLE,DEE,989,WORKING MICROCOSMOS,163.75,32.75,32.82365079365079
139,EWAN,GOODING,284,ENEMY ODDS,180.71,45.1775,26.957222222222224
139,EWAN,GOODING,892,TITANIC BOONDOCK,154.77,12.8975,26.957222222222224
139,EWAN,GOODING,706,QUEEN LUKE,136.78,22.796666666666667,26.957222222222224
140,WHOOPI,HURT,670,PELICAN COMFORTS,188.74,37.748000000000005,26.979472222222224
140,WHOOPI,HURT,778,SECRETS PARADISE,152.8,25.46666666666667,26.979472222222224
140,WHOOPI,HURT,112,CALENDAR GUNFIGHT,141.79,17.72375,26.979472222222224
141,CATE,HARRIS,768,SCARFACE BANG,120.82000000000001,17.26,13.077870370370372
141,CATE,HARRIS,772,SEA VIRGIN,97.78,12.2225,13.077870370370372
141,CATE,HARRIS,43,ATLANTIS CAUSE,87.76,9.751111111111111,13.077870370370372
142,JADA,RYDER,575,MIDSUMMER GROUNDHOG,156.78,78.39,58.641111111111115
142,JADA,RYDER,501,KISSING DOLLS,147.8,49.26666666666667,58.641111111111115
142,JADA,RYDER,350,GARDEN ISLAND,144.8,48.26666666666667,58.641111111111115
143,RIVER,DEAN,239,DOGMA FAMILY,178.70000000000002,25.528571428571432,22.180912698412698
143,RIVER,DEAN,603,MOVIE SHAKESPEARE,145.74,18.2175,22.180912698412698
143,RIVER,DEAN,706,QUEEN LUKE,136.78,22.796666666666667,22.180912698412698
144,ANGELA,WITHERSPOON,127,CAT CONEHEADS,181.70000000000002,45.425000000000004,29.525079365079367
144,ANGELA,WITHERSPOON,135,CHANCE RESURRECTION,141.73000000000002,23.62166666666667,29.525079365079367
144,ANGELA,WITHERSPOON,702,PULP BEVERLY,136.70000000000002,19.528571428571432,29.525079365079367
145,KIM,ALLEN,893,TITANS JERK,201.71,28.815714285714286,27.334126984126982
145,KIM,ALLEN,527,LOLA AGENT,159.76,26.626666666666665,27.334126984126982
145,KIM,ALLEN,409,HEARTBREAKERS BRIGHT,132.8,26.560000000000002,27.334126984126982
146,ALBERT,JOHANSSON,320,FLAMINGOS CONNECTICUT,139.77,15.530000000000001,16.758988095238095
146,ALBERT,JOHANSSON,734,ROAD ROXANNE,130.81,16.35125,16.758988095238095
146,ALBERT,JOHANSSON,117,CANDLES GRAPES,128.77,18.395714285714288,16.758988095238095
147,FAY,WINSLET,563,MASSACRE USUAL,179.70000000000002,59.900000000000006,38.834
147,FAY,WINSLET,131,CENTER DINOSAUR,137.76,34.44,38.834
147,FAY,WINSLET,139,CHASING FIGHT,110.81,22.162,38.834
148,EMILY,DEE,768,SCARFACE BANG,120.82000000000001,17.26,14.767023809523812
148,EMILY,DEE,468,INVASION CYCLONE,103.73,14.81857142857143,14.767023809523812
148,EMILY,DEE,772,SEA VIRGIN,97.78,12.2225,14.767023809523812
149,RUSSELL,TEMPLE,670,PELICAN COMFORTS,188.74,37.748000000000005,30.164222222222225
149,RUSSELL,TEMPLE,159,CLOSER BANG,172.72,28.786666666666665,30.164222222222225
149,RUSSELL,TEMPLE,354,GHOST GROUNDHOG,119.79,23.958000000000002,30.164222222222225
150,JAYNE,NOLTE,551,MAIDEN HOME,163.76,20.47,19.37783333333333
150,JAYNE,NOLTE,892,TITANIC BOONDOCK,154.77,12.8975,19.37783333333333
150,JAYNE,NOLTE,854,STRANGERS GRAFFITI,123.83,24.766,19.37783333333333
151,GEOFFREY,HESTON,989,WORKING MICROCOSMOS,163.75,32.75,24.09138888888889
151,GEOFFREY,HESTON,527,LOLA AGENT,159.76,26.626666666666665,24.09138888888889
151,GEOFFREY,HESTON,892,TITANIC BOONDOCK,154.77,12.8975,24.09138888888889
152,BEN,HARRIS,846,STING PERSONAL,159.79,22.827142857142857,27.416926406926407
152,BEN,HARRIS,898,TOURIST PELICAN,141.78,47.26,27.416926406926407
152,BEN,HARRIS,680,PINOCCHIO SIMON,133.8,12.163636363636364,27.416926406926407
153,MINNIE,KILMER,444,HUSTLER PARTY,190.78,47.695,28.581296296296298
153,MINNIE,KILMER,938,VELVET TERMINATOR,177.74,19.74888888888889,28.581296296296298
153,MINNIE,KILMER,486,JET NEIGHBORS,109.80000000000001,18.3,28.581296296296298
154,MERYL,GIBSON,698,PRINCESS GIANT,142.74,28.548000000000002,18.990069264069266
154,MERYL,GIBSON,680,PINOCCHIO SIMON,133.8,12.163636363636364,18.990069264069266
154,MERYL,GIBSON,396,HANGING DEEP,113.81,16.25857142857143,18.990069264069266
155,IAN,TANDY,1000,ZORRO ARK,214.69,71.56333333333333,41.46427777777778
155,IAN,TANDY,941,VIDEOTAPE ARSENIC,178.71,35.742000000000004,41.46427777777778
155,IAN,TANDY,361,GLEAMING JAWBREAKER,136.70000000000002,17.087500000000002,41.46427777777778
156,FAY,WOOD,244,DORADO NOTTING,176.73000000000002,44.182500000000005,29.18546296296297
156,FAY,WOOD,775,SEATTLE EXPECATIONS,163.75,27.291666666666668,29.18546296296297
156,FAY,WOOD,263,DURHAM PANKY,144.74,16.082222222222224,29.18546296296297
157,GRETA,MALDEN,973,WIFE TURN,223.69,37.281666666666666,27.51319444444444
157,GRETA,MALDEN,159,CLOSER BANG,172.72,28.786666666666665,27.51319444444444
157,GRETA,MALDEN,10,ALADDIN CALENDAR,131.77,16.47125,27.51319444444444
158,VIVIEN,BASINGER,879,TELEGRAPH VOYAGE,231.73000000000002,33.104285714285716,23.762261904761903
158,VIVIEN,BASINGER,869,SUSPECTS QUILLS,133.70000000000002,16.712500000000002,23.762261904761903
158,VIVIEN,BASINGER,215,DAWN POND,128.82,21.47,23.762261904761903
159,LAURA,BRODY,127,CAT CONEHEADS,181.70000000000002,45.425000000000004,33.39732323232323
159,LAURA,BRODY,680,PINOCCHIO SIMON,133.8,12.163636363636364,33.39732323232323
159,LAURA,BRODY,818,SOMETHING DUCK,127.81,42.60333333333333,33.39732323232323
160,CHRIS,DEPP,767,SCALAWAG DUCK,172.68,34.536,28.322000000000003
160,CHRIS,DEPP,267,EAGLES PANKY,152.78,25.463333333333335,28.322000000000003
160,CHRIS,DEPP,579,MINDS TRUMAN,149.8,24.96666666666667,28.322000000000003
161,HARVEY,HOPE,749,RULES HUMAN,101.84,20.368000000000002,13.416416666666668
161,HARVEY,HOPE,414,HELLFIGHTERS SIERRA,97.80000000000001,8.15,13.416416666666668
161,HARVEY,HOPE,588,MODEL FISH,93.85000000000001,11.731250000000001,13.416416666666668
162,OPRAH,KILMER,409,HEARTBREAKERS BRIGHT,132.8,26.560000000000002,20.92761904761905
162,OPRAH,KILMER,500,KISS GLORY,132.78,18.96857142857143,20.92761904761905
162,OPRAH,KILMER,415,HIGH ENCINO,120.78,17.254285714285714,20.92761904761905
163,CHRISTOPHER,WEST,444,HUSTLER PARTY,190.78,47.695,31.538333333333338
163,CHRISTOPHER,WEST,239,DOGMA FAMILY,178.70000000000002,25.528571428571432,31.538333333333338
163,CHRISTOPHER,WEST,307,FELLOWSHIP AUTUMN,149.74,21.391428571428573,31.538333333333338
164,HUMPHREY,WILLIS,698,PRINCESS GIANT,142.74,28.548000000000002,26.791833333333333
164,HUMPHREY,WILLIS,324,FLINTSTONES HAPPINESS,134.83,33.7075,26.791833333333333
164,HUMPHREY,WILLIS,908,TRAP GUYS,126.84,18.12,26.791833333333333
165,AL,GARLAND,253,DRIFTER COMMANDMENTS,141.76,20.25142857142857,20.19780952380952
165,AL,GARLAND,95,BREAKFAST GOLDFINGER,109.83,21.966,20.19780952380952
165,AL,GARLAND,798,SILVERADO GOLDFINGER,91.88,18.375999999999998,20.19780952380952
166,NICK,DEGENERES,1000,ZORRO ARK,214.69,71.56333333333333,58.583888888888886
166,NICK,DEGENERES,86,BOOGIE AMELIE,163.70000000000002,27.283333333333335,58.583888888888886
166,NICK,DEGENERES,580,MINE TITANS,153.81,76.905,58.583888888888886
167,LAURENCE,BULLOCK,856,STREETCAR INTENTIONS,148.75,21.25,16.970046296296296
167,LAURENCE,BULLOCK,734,ROAD ROXANNE,130.81,16.35125,16.970046296296296
167,LAURENCE,BULLOCK,25,ANGELS LIFE,119.78,13.30888888888889,16.970046296296296
168,WILL,WILSON,892,TITANIC BOONDOCK,154.77,12.8975,20.792976190476192
168,WILL,WILSON,804,SLEEPING SUSPECTS,131.76,32.94,20.792976190476192
168,WILL,WILSON,255,DRIVING POLISH,115.79,16.541428571428572,20.792976190476192
169,KENNETH,HOFFMAN,897,TORQUE BOUND,198.72,39.744,27.774507936507934
169,KENNETH,HOFFMAN,778,SECRETS PARADISE,152.8,25.46666666666667,27.774507936507934
169,KENNETH,HOFFMAN,6,AGENT TRUMAN,126.79,18.112857142857145,27.774507936507934
170,MENA,HOPPER,764,SATURDAY LAMBS,204.72,22.746666666666666,23.62122222222222
170,MENA,HOPPER,139,CHASING FIGHT,110.81,22.162,23.62122222222222
170,MENA,HOPPER,184,CORE SUIT,103.82000000000001,25.955000000000002,23.62122222222222
171,OLYMPIA,PFEIFFER,892,TITANIC BOONDOCK,154.77,12.8975,33.02361111111111
171,OLYMPIA,PFEIFFER,898,TOURIST PELICAN,141.78,47.26,33.02361111111111
171,OLYMPIA,PFEIFFER,397,HANKY OCTOBER,116.74000000000001,38.913333333333334,33.02361111111111
172,GROUCHO,WILLIAMS,771,SCORPION APOLLO,168.77,21.09625,19.893988095238097
172,GROUCHO,WILLIAMS,215,DAWN POND,128.82,21.47,19.893988095238097
172,GROUCHO,WILLIAMS,710,RAGE GAMES,119.81,17.115714285714287,19.893988095238097
173,ALAN,DREYFUSS,313,FIDELITY DEVIL,138.79,34.6975,25.744583333333335
173,ALAN,DREYFUSS,857,STRICTLY SCARFACE,113.77000000000001,28.442500000000003,25.744583333333335
173,ALAN,DREYFUSS,162,CLUELESS BUCKET,112.75,14.09375,25.744583333333335
174,MICHAEL,BENING,879,TELEGRAPH VOYAGE,231.73000000000002,33.104285714285716,23.395852813852816
174,MICHAEL,BENING,61,BEAUTY GREASE,132.78,26.556,23.395852813852816
174,MICHAEL,BENING,827,SPICE SORORITY,115.80000000000001,10.52727272727273,23.395852813852816
175,WILLIAM,HACKMAN,778,SECRETS PARADISE,152.8,25.46666666666667,40.40822222222223
175,WILLIAM,HACKMAN,596,MOONSHINE CABIN,141.79,28.357999999999997,40.40822222222223
175,WILLIAM,HACKMAN,439,HUNCHBACK IMPOSSIBLE,134.8,67.4,40.40822222222223
176,JON,CHASE,521,LIES TREATMENT,147.73000000000002,21.104285714285716,20.992095238095242
176,JON,CHASE,320,FLAMINGOS CONNECTICUT,139.77,15.530000000000001,20.992095238095242
176,JON,CHASE,73,BINGO TALENTED,131.71,26.342000000000002,20.992095238095242
177,GENE,MCKELLEN,764,SATURDAY LAMBS,204.72,22.746666666666666,36.64333333333334
177,GENE,MCKELLEN,563,MASSACRE USUAL,179.70000000000002,59.900000000000006,36.64333333333334
177,GENE,MCKELLEN,86,BOOGIE AMELIE,163.70000000000002,27.283333333333335,36.64333333333334
178,LISA,MONROE,1000,ZORRO ARK,214.69,71.56333333333333,42.716031746031746
178,LISA,MONROE,109,BUTTERFLY CHOCOLAT,123.7,17.67142857142857,42.716031746031746
178,LISA,MONROE,397,HANKY OCTOBER,116.74000000000001,38.913333333333334,42.716031746031746
179,ED,GUINESS,159,CLOSER BANG,172.72,28.786666666666665,30.591555555555555
179,ED,GUINESS,698,PRINCESS GIANT,142.74,28.548000000000002,30.591555555555555
179,ED,GUINESS,131,CENTER DINOSAUR,137.76,34.44,30.591555555555555
180,JEFF,SILVERSTONE,869,SUSPECTS QUILLS,133.70000000000002,16.712500000000002,16.78986111111111
180,JEFF,SILVERSTONE,506,LADY STAGE,118.83,14.85375,16.78986111111111
180,JEFF,SILVERSTONE,777,SECRETARY ROUGE,112.82000000000001,18.803333333333335,16.78986111111111
181,MATTHEW,CARREY,403,HARRY IDAHO,195.70000000000002,32.61666666666667,23.49361111111111
181,MATTHEW,CARREY,892,TITANIC BOONDOCK,154.77,12.8975,23.49361111111111
181,MATTHEW,CARREY,579,MINDS TRUMAN,149.8,24.96666666666667,23.49361111111111
182,DEBBIE,AKROYD,324,FLINTSTONES HAPPINESS,134.83,33.7075,31.69138888888889
182,DEBBIE,AKROYD,346,GALAXY SWEETHEARTS,115.82000000000001,38.60666666666667,31.69138888888889
182,DEBBIE,AKROYD,720,REDEMPTION COMFORTS,113.80000000000001,22.76,31.69138888888889
183,RUSSELL,CLOSE,715,RANGE MOONWALKER,179.73000000000002,44.932500000000005,38.45733333333334
183,RUSSELL,CLOSE,941,VIDEOTAPE ARSENIC,178.71,35.742000000000004,38.45733333333334
183,RUSSELL,CLOSE,313,FIDELITY DEVIL,138.79,34.6975,38.45733333333334
184,HUMPHREY,GARLAND,745,ROSES TREASURE,171.72,34.344,47.001666666666665
184,HUMPHREY,GARLAND,580,MINE TITANS,153.81,76.905,47.001666666666665
184,HUMPHREY,GARLAND,985,WONDERLAND CHRISTMAS,148.78,29.756,47.001666666666665
185,MICHAEL,BOLGER,973,WIFE TURN,223.69,37.281666666666666,28.460333333333335
185,MICHAEL,BOLGER,518,LIAISONS SWEET,131.78,21.963333333333335,28.460333333333335
185,MICHAEL,BOLGER,730,RIDGEMONT SUBMARINE,130.68,26.136000000000003,28.460333333333335
186,JULIA,ZELLWEGER,579,MINDS TRUMAN,149.8,24.96666666666667,17.155416666666667
186,JULIA,ZELLWEGER,637,OPEN AFRICAN,113.79,12.643333333333334,17.155416666666667
186,JULIA,ZELLWEGER,654,PANKY SUBMARINE,110.85000000000001,13.856250000000001,17.155416666666667
187,RENEE,BALL,127,CAT CONEHEADS,181.70000000000002,45.425000000000004,29.67566666666667
187,RENEE,BALL,73,BINGO TALENTED,131.71,26.342000000000002,29.67566666666667
187,RENEE,BALL,768,SCARFACE BANG,120.82000000000001,17.26,29.67566666666667
188,ROCK,DUKAKIS,989,WORKING MICROCOSMOS,163.75,32.75,25.05841666666667
188,ROCK,DUKAKIS,10,ALADDIN CALENDAR,131.77,16.47125,25.05841666666667
188,ROCK,DUKAKIS,412,HEAVYWEIGHTS BEAST,129.77,25.954,25.05841666666667
189,CUBA,BIRCH,734,ROAD ROXANNE,130.81,16.35125,17.42486111111111
189,CUBA,BIRCH,378,GREATEST NORTH,109.71000000000001,18.285,17.42486111111111
189,CUBA,BIRCH,512,LEAGUE HELLFIGHTERS,105.83,17.638333333333332,17.42486111111111
190,AUDREY,BAILEY,253,DRIFTER COMMANDMENTS,141.76,20.25142857142857,20.30936507936508
190,AUDREY,BAILEY,708,QUILLS BULL,100.84,25.21,20.30936507936508
190,AUDREY,BAILEY,806,SLEEPY JAPANESE,92.80000000000001,15.466666666666669,20.30936507936508
191,GREGORY,GOODING,551,MAIDEN HOME,163.76,20.47,25.37322222222222
191,GREGORY,GOODING,775,SEATTLE EXPECATIONS,163.75,27.291666666666668,25.37322222222222
191,GREGORY,GOODING,596,MOONSHINE CABIN,141.79,28.357999999999997,25.37322222222222
192,JOHN,SUVARI,614,NAME DETECTIVE,136.77,45.59,24.947045454545457
192,JOHN,SUVARI,361,GLEAMING JAWBREAKER,136.70000000000002,17.087500000000002,24.947045454545457
192,JOHN,SUVARI,680,PINOCCHIO SIMON,133.8,12.163636363636364,24.947045454545457
193,BURT,TEMPLE,103,BUCKET BROTHERHOOD,180.66,30.11,30.136
193,BURT,TEMPLE,745,ROSES TREASURE,171.72,34.344,30.136
193,BURT,TEMPLE,412,HEAVYWEIGHTS BEAST,129.77,25.954,30.136
194,MERYL,ALLEN,938,VELVET TERMINATOR,177.74,19.74888888888889,23.5512962962963
194,MERYL,ALLEN,86,BOOGIE AMELIE,163.70000000000002,27.283333333333335,23.5512962962963
194,MERYL,ALLEN,135,CHANCE RESURRECTION,141.73000000000002,23.62166666666667,23.5512962962963
195,JAYNE,SILVERSTONE,403,HARRY IDAHO,195.70000000000002,32.61666666666667,24.166944444444443
195,JAYNE,SILVERSTONE,706,QUEEN LUKE,136.78,22.796666666666667,24.166944444444443
195,JAYNE,SILVERSTONE,361,GLEAMING JAWBREAKER,136.70000000000002,17.087500000000002,24.166944444444443
196,BELA,WALKEN,284,ENEMY ODDS,180.71,45.1775,58.05361111111111
196,BELA,WALKEN,575,MIDSUMMER GROUNDHOG,156.78,78.39,58.05361111111111
196,BELA,WALKEN,972,WHISPERER GIANT,151.78,50.593333333333334,58.05361111111111
197,REESE,WEST,369,GOODFELLAS SALUTE,209.69,26.21125,68.46875
197,REESE,WEST,979,WITCHES PANIC,173.70000000000002,43.425000000000004,68.46875
197,REESE,WEST,995,YENTL IDAHO,135.77,135.77,68.46875
198,MARY,KEITEL,745,ROSES TREASURE,171.72,34.344,31.499388888888888
198,MARY,KEITEL,892,TITANIC BOONDOCK,154.77,12.8975,31.499388888888888
198,MARY,KEITEL,843,STEEL SANTA,141.77,47.25666666666667,31.499388888888888
199,JULIA,FAWCETT,159,CLOSER BANG,172.72,28.786666666666665,25.631555555555554
